Id	BJ1	BJ2	BJ3	BJ4	BJ6	BJ5	BJ7	BJ8	BJ9	BJ10	CD1	CD2	CD3	CD4	CD5	CD6	CD7	CD8	CD9	CD10	norm.BJ1	norm.BJ2	norm.BJ3	norm.BJ4	norm.BJ6	norm.BJ5	norm.BJ7	norm.BJ8	norm.BJ9	norm.BJ10	norm.CD1	norm.CD2	norm.CD3	norm.CD4	norm.CD5	norm.CD6	norm.CD7	norm.CD8	norm.CD9	norm.CD10	baseMean	Beijing	Chengde	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
ENST00000633930	30	30	25	26	27	18	11	15	19	15	4	2	4	1	2	1	2	2	2	4	26	26	21	21	25	17	10	13	16	13	5	2	4	1	2	1	2	2	2	4	10.76	19	2	0.145	-2.786	-7.817	5.38905836935013e-15	1.82929450283385e-13	0	0.559	0.0957	0.0957	TRUE	0.0671
ENST00000477127	25	18	13	17	17	19	32	27	35	20	0	2	0	0	6	0	0	0	3	2	22	15	11	14	16	18	30	23	29	18	0	2	0	0	6	0	0	0	3	2	10.46	20	1	0.081	-3.627	-7.816	5.43527785108391e-15	1.84322304224735e-13	0.0872	0.5639	0.1683	0.1683	TRUE	0.7134
ENST00000435706	33	34	27	32	28	24	26	16	15	16	0	0	0	0	5	0	0	0	0	0	29	29	23	26	26	23	25	14	12	14	0	0	0	0	5	0	0	0	0	0	11.3	22	0	0.034	-4.86	-7.815	5.47937976609957e-15	1.85640759663659e-13	0.0736	0.5508	0.1561	0.1561	TRUE	1.9662
ENST00000531106	17	12	21	20	20	21	14	28	22	30	1	3	3	3	5	0	1	1	4	2	15	10	18	16	18	20	13	24	18	26	1	3	3	4	5	0	1	1	4	2	10.2	18	2	0.145	-2.785	-7.813	5.60575016580253e-15	1.89741296088211e-13	0	0.5686	0.0841	0.0841	TRUE	0.1178
ENST00000309863	19	26	18	22	33	33	16	19	17	11	0	0	0	0	1	0	1	0	1	1	17	22	15	18	30	32	15	16	14	10	0	0	0	0	1	0	1	0	1	1	9.69	19	0	0.033	-4.901	-7.811	5.66874156923561e-15	1.91690842407834e-13	0	0.5781	0.138	0.138	TRUE	0.0916
ENST00000359003	36	37	36	42	32	28	17	14	19	17	0	0	0	0	5	0	0	0	0	0	32	32	31	35	29	27	16	12	16	15	0	0	0	0	5	0	0	0	0	0	12.43	24	0	0.032	-4.97	-7.808	5.81344788987628e-15	1.96210767337325e-13	0.1474	0.5359	0.2209	0.2209	TRUE	1.7074
ENST00000411827	26	32	26	21	26	17	17	13	28	17	1	3	2	1	9	1	2	2	1	3	23	28	22	17	24	16	16	11	23	15	1	3	2	1	8	1	2	2	1	3	11.06	20	2	0.145	-2.787	-7.805	5.93627798000418e-15	1.99885821268605e-13	0.0368	0.5544	0.1042	0.1042	TRUE	0.6918
ENST00000424732	10	10	13	14	16	8	12	7	8	5	0	0	0	0	0	0	0	0	0	0	9	9	11	12	15	8	11	6	7	4	0	0	0	0	0	0	0	0	0	0	4.54	9	0	0.032	-4.971	-7.805	5.93920729486907e-15	1.99885821268605e-13	0	0.7953	0.1543	0.1543	TRUE	0.0646
ENST00000566599	16	25	21	28	33	37	14	21	14	13	0	1	1	2	2	0	1	1	1	5	14	22	18	23	30	35	13	18	12	11	0	1	1	2	2	0	1	1	1	5	10.55	20	1	0.087	-3.523	-7.805	5.93396872758929e-15	1.99885821268605e-13	0.1123	0.5624	0.165	0.165	TRUE	0.3598
ENST00000522469	9	14	12	45	14	48	13	11	42	14	0	1	0	0	0	0	0	0	0	1	8	12	10	37	13	46	12	10	35	12	0	1	0	0	0	0	0	0	0	1	9.86	20	0	0.024	-5.369	-7.803	6.03225243281963e-15	2.02633507998497e-13	0.3958	0.5749	0.4217	0.4217	TRUE	0.0809
ENST00000533685	7	13	23	16	10	9	8	9	9	6	0	0	0	0	0	0	0	0	0	0	6	11	20	13	9	9	8	8	7	5	0	0	0	0	0	0	0	0	0	0	4.8	10	0	0.03	-5.036	-7.803	6.0270140531692e-15	2.02633507998497e-13	0.0916	0.7732	0.195	0.195	TRUE	0.2729
ENST00000487607	11	13	16	15	9	7	11	10	10	11	0	0	0	0	1	0	0	0	0	0	10	11	14	12	8	7	10	9	8	10	0	0	0	0	1	0	0	0	0	0	4.99	10	0	0.035	-4.846	-7.799	6.24882008931563e-15	2.09710166170234e-13	0	0.7585	0.0911	0.0911	TRUE	0.1329
ENST00000479048	28	18	17	16	19	21	26	16	23	26	0	1	1	0	2	0	0	0	1	1	25	15	14	13	17	20	25	14	19	23	0	1	1	0	2	0	0	0	1	1	9.58	18	1	0.046	-4.454	-7.798	6.26518242745352e-15	2.10060927803489e-13	0	0.5802	0.0765	0.0765	TRUE	0.1618
ENST00000527896	15	28	22	34	38	57	34	21	18	16	0	1	1	0	7	0	1	0	1	1	13	24	19	28	35	55	32	18	15	14	0	1	1	0	7	0	1	0	1	1	13.23	25	1	0.061	-4.029	-7.797	6.32513902492814e-15	2.11871292126245e-13	0.2544	0.5269	0.2973	0.2973	TRUE	0.9602
ENST00000370008	172	177	159	154	180	201	183	140	117	109	29	47	48	39	89	39	57	45	43	75	152	152	135	127	166	192	173	121	97	96	39	50	49	46	84	46	62	46	41	74	97.42	141	54	0.386	-1.374	-7.794	6.48293356856429e-15	2.16952409629731e-13	0.0486	0.4056	0.0629	0.0629	TRUE	0.1357
ENST00000267064	33	40	33	42	32	29	16	20	28	8	0	3	3	0	7	1	0	2	4	1	29	34	28	35	29	28	15	17	23	7	0	3	3	0	7	1	0	2	4	1	13.35	24	2	0.1	-3.318	-7.791	6.63782812165007e-15	2.21374802055597e-13	0.1682	0.5256	0.2198	0.2198	TRUE	0.3492
ENST00000564866	19	11	8	28	10	19	25	7	19	6	0	0	0	0	0	0	0	0	1	0	17	9	7	23	9	18	24	6	16	5	0	0	0	0	0	0	0	0	1	0	6.76	13	0	0.028	-5.178	-7.791	6.63999828337833e-15	2.21374802055597e-13	0.2325	0.6612	0.2976	0.2976	TRUE	0.1043
ENST00000526194	39	61	28	24	38	53	5	15	14	46	0	1	1	1	4	0	1	1	2	1	34	52	24	20	35	51	5	13	12	40	0	1	1	1	4	0	1	1	2	1	14.9	29	1	0.056	-4.169	-7.786	6.90644598185021e-15	2.29611871089763e-13	0.3444	0.5112	0.3636	0.3636	TRUE	0.1115
ENST00000483859	10	14	11	12	13	11	11	5	9	5	0	0	0	0	0	0	0	0	0	0	9	12	9	10	12	11	10	4	7	4	0	0	0	0	0	0	0	0	0	0	4.46	9	0	0.032	-4.947	-7.784	7.01064851561219e-15	2.32640941405095e-13	0	0.8028	0.148	0.148	TRUE	0.0921
ENST00000583866	43	45	53	69	84	91	29	33	38	39	6	9	7	10	13	9	9	11	11	15	38	39	45	57	77	87	27	29	32	34	8	10	7	12	12	11	10	11	10	15	28.53	46	11	0.236	-2.085	-7.78	7.26485974106119e-15	2.40851786564659e-13	0.099	0.4516	0.1196	0.1196	TRUE	0.1778
ENST00000575677	20	17	19	23	18	17	13	25	18	16	1	2	3	2	6	0	1	1	3	3	18	15	16	19	17	16	12	22	15	14	1	2	3	2	6	0	1	1	3	3	9.28	16	2	0.153	-2.713	-7.774	7.62881996337342e-15	2.52682443148454e-13	0	0.5866	0.0574	0.0574	TRUE	0.323
ENST00000479896	71	98	145	132	130	126	105	138	75	59	7	14	18	23	53	8	13	23	28	17	63	84	123	109	120	121	99	119	62	52	9	15	18	27	50	9	14	24	27	17	58.11	95	21	0.23	-2.121	-7.773	7.6746094554189e-15	2.53726158181942e-13	0.1373	0.4185	0.1565	0.1565	TRUE	0.3449
ENST00000465980	15	11	7	10	14	9	10	13	7	5	0	0	0	0	0	0	0	0	0	0	13	9	6	8	13	9	9	11	6	4	0	0	0	0	0	0	0	0	0	0	4.46	9	0	0.032	-4.946	-7.767	8.05473514753943e-15	2.66045805895494e-13	0	0.8023	0.1539	0.1539	TRUE	0.0319
ENST00000357214	61	75	71	89	65	60	34	54	40	30	8	13	14	13	24	8	13	15	17	14	54	65	60	73	60	57	32	47	33	26	11	14	14	15	23	9	14	15	16	14	32.67	51	14	0.295	-1.763	-7.766	8.09174516715018e-15	2.67020077289245e-13	0.061	0.4434	0.0823	0.0823	TRUE	0.0568
ENST00000479271	9	12	7	10	15	16	14	7	7	7	0	0	0	0	0	0	0	0	0	0	8	10	6	8	14	15	13	6	6	6	0	0	0	0	0	0	0	0	0	0	4.64	9	0	0.032	-4.985	-7.765	8.16361928314451e-15	2.6914195670033e-13	0.0605	0.7865	0.1788	0.1788	TRUE	0.0407
ENST00000502399	39	46	52	53	37	29	16	21	30	36	1	3	3	4	6	0	12	2	5	8	34	40	44	44	34	28	15	18	25	32	1	3	3	5	6	0	13	2	5	8	17.96	31	5	0.158	-2.666	-7.763	8.2747437584853e-15	2.72552727689127e-13	0.1276	0.4899	0.1732	0.1732	TRUE	0.3493
ENST00000461428	6	18	19	17	21	16	12	14	17	7	0	0	0	1	1	0	0	0	0	0	5	15	16	14	19	15	11	12	14	6	0	0	0	1	1	0	0	0	0	0	6.57	13	0	0.033	-4.915	-7.763	8.29977865777768e-15	2.72871538850526e-13	0	0.669	0.153	0.153	TRUE	0.1309
ENST00000599771	16	12	18	22	22	7	6	6	8	7	0	0	0	0	0	0	0	0	0	0	14	10	15	18	20	7	6	5	7	6	0	0	0	0	0	0	0	0	0	0	5.42	11	0	0.028	-5.162	-7.762	8.38538864077709e-15	2.75431342230331e-13	0.2084	0.7288	0.2927	0.2927	TRUE	0.0422
ENST00000586716	15	31	29	22	54	38	17	24	15	16	0	0	0	0	4	0	0	0	0	0	13	27	25	18	50	36	16	21	12	14	0	0	0	0	4	0	0	0	0	0	11.79	23	0	0.029	-5.116	-7.758	8.62170697088329e-15	2.82932101334434e-13	0.2341	0.544	0.2878	0.2878	TRUE	1.3946
ENST00000481024	51	38	10	29	16	32	50	29	12	36	0	1	4	1	2	0	2	5	1	3	45	33	9	24	15	31	47	25	10	32	0	1	4	1	2	0	2	5	1	3	14.44	27	2	0.086	-3.539	-7.758	8.64403162552839e-15	2.834030294938e-13	0.2456	0.5151	0.277	0.277	TRUE	0.094
ENST00000505863	30	41	37	37	70	164	121	22	15	41	0	0	0	0	5	0	0	0	0	0	26	35	32	30	64	157	114	19	12	36	0	0	0	0	5	0	0	0	0	0	26.58	52	0	0.018	-5.799	-7.754	8.92368694908648e-15	2.92032996473788e-13	0.8899	0.4564	0.7891	0.7891	TRUE	1.6262
ENST00000491210	38	12	13	13	34	43	42	24	33	15	0	0	0	0	2	0	0	0	0	2	34	10	11	11	31	41	40	21	27	13	0	0	0	0	2	0	0	0	0	2	12.15	24	0	0.028	-5.147	-7.752	9.02196921790773e-15	2.94977724015125e-13	0.2701	0.5393	0.3096	0.3096	TRUE	0.2072
ENST00000578584	86	63	78	78	55	63	65	42	87	88	0	7	0	0	0	0	7	0	0	10	76	54	66	64	51	60	61	36	72	77	0	7	0	0	0	0	8	0	0	10	32.19	62	2	0.052	-4.252	-7.749	9.24953002088115e-15	3.01969079562505e-13	0.7397	0.4442	0.6319	0.6319	TRUE	1.0708
ENST00000587205	16	19	21	16	19	11	13	17	20	26	0	1	1	1	4	0	0	1	2	1	14	16	18	13	17	11	12	15	17	23	0	1	1	1	4	0	0	1	2	1	8.34	16	1	0.086	-3.533	-7.749	9.25279481270591e-15	3.01969079562505e-13	0	0.609	0.0747	0.0747	TRUE	0.4178
ENST00000631641	6	10	12	10	14	16	6	8	10	8	0	0	0	0	0	0	0	0	0	0	5	9	10	8	13	15	6	7	8	7	0	0	0	0	0	0	0	0	0	0	4.42	9	0	0.033	-4.933	-7.749	9.29803859560153e-15	3.03167240080439e-13	0.0218	0.8062	0.153	0.153	TRUE	0.1358
ENST00000606909	71	105	163	154	128	82	76	77	156	88	2	5	18	14	38	3	7	14	28	18	63	90	139	127	118	79	72	67	130	77	3	5	18	16	36	4	8	14	27	18	55.44	96	15	0.166	-2.592	-7.748	9.32973610566428e-15	3.03921925935205e-13	0.2273	0.4201	0.2457	0.2457	TRUE	0.2657
ENST00000587535	33	45	38	39	23	21	26	28	25	42	0	6	3	3	10	1	3	6	13	6	29	39	32	32	21	20	25	24	21	37	0	6	3	4	9	1	3	6	12	6	16.56	28	5	0.198	-2.335	-7.746	9.47253258512087e-15	3.08008973536318e-13	0.0542	0.4986	0.1134	0.1134	TRUE	0.3538
ENST00000605653	20	24	21	23	21	19	17	12	16	13	0	1	0	1	3	0	0	1	1	1	18	21	18	19	19	18	16	10	13	11	0	1	0	1	3	0	0	1	1	1	8.59	16	1	0.064	-3.97	-7.745	9.59188260890923e-15	3.11604669031658e-13	0	0.6026	0.0746	0.0746	TRUE	0.3349
ENST00000359246	63	56	60	58	53	44	39	39	45	45	10	14	15	13	23	15	17	17	21	5	56	48	51	48	49	42	37	34	37	39	13	15	15	15	22	18	19	17	20	5	30.01	44	16	0.366	-1.451	-7.744	9.6694714535269e-15	3.13838370281594e-13	0.0099	0.4484	0.0425	0.0425	TRUE	0.3033
ENST00000488331	16	19	17	13	14	10	7	5	10	4	0	0	0	0	0	0	0	0	0	0	14	16	14	11	13	10	7	4	8	4	0	0	0	0	0	0	0	0	0	0	5.04	10	0	0.03	-5.079	-7.743	9.7064531684298e-15	3.14751227742696e-13	0.1429	0.7546	0.2476	0.2476	TRUE	0.0263
ENST00000372801	10	23	33	27	44	40	23	16	18	14	0	2	1	3	2	1	0	3	0	0	9	20	28	22	40	38	22	14	15	12	0	2	1	4	2	1	0	3	0	0	11.67	22	1	0.07	-3.836	-7.741	9.83362731574912e-15	3.18294275775705e-13	0.1927	0.5457	0.2375	0.2375	TRUE	0.1102
ENST00000476951	25	19	12	20	24	21	10	20	16	27	0	1	0	2	4	0	1	1	3	3	22	16	10	16	22	20	9	17	13	24	0	1	0	2	4	0	1	1	3	3	9.31	17	2	0.104	-3.263	-7.74	9.94547762642709e-15	3.21621724152155e-13	0.037	0.586	0.1089	0.1089	TRUE	0.156
ENST00000469850	15	14	9	12	19	15	6	6	8	6	0	0	0	0	0	0	0	0	0	0	13	12	8	10	17	14	6	5	7	5	0	0	0	0	0	0	0	0	0	0	4.87	10	0	0.03	-5.038	-7.738	1.00599625683321e-14	3.25028245162293e-13	0.1168	0.7675	0.223	0.223	TRUE	0.0446
ENST00000464132	541	470	437	421	254	318	77	238	372	171	58	66	34	41	84	48	57	50	60	106	478	404	372	346	234	304	73	206	310	150	78	70	35	48	79	57	62	51	57	105	175.95	288	64	0.23	-2.118	-7.736	1.02749234229953e-14	3.31370942335076e-13	0.1649	0.3971	0.1778	0.1778	TRUE	0.0647
ENST00000376007	148	133	140	122	130	138	52	71	78	94	18	32	33	26	32	28	36	42	31	24	131	114	119	100	120	132	49	61	65	82	24	34	34	30	30	33	39	43	29	24	64.77	97	32	0.334	-1.58	-7.735	1.03324436919921e-14	3.32211420807567e-13	0.0657	0.4152	0.0813	0.0813	TRUE	0.0489
ENST00000586541	19	17	10	16	14	15	7	11	6	8	0	0	0	0	1	0	0	0	0	0	17	15	9	13	13	14	7	10	5	7	0	0	0	0	1	0	0	0	0	0	5.47	11	0	0.033	-4.937	-7.735	1.03123724985677e-14	3.32211420807567e-13	0	0.7259	0.1697	0.1697	TRUE	0.1178
ENST00000589768	55	14	50	57	17	54	11	42	14	27	0	0	0	0	1	0	1	0	4	3	49	12	43	47	16	52	10	36	12	24	0	0	0	0	1	0	1	0	4	3	15.41	30	1	0.043	-4.554	-7.735	1.03383745473599e-14	3.32211420807567e-13	0.4003	0.507	0.4174	0.4174	TRUE	0.2048
ENST00000626876	9	13	14	12	12	12	9	6	6	6	0	0	0	0	0	0	0	0	0	0	8	11	12	10	11	11	8	5	5	5	0	0	0	0	0	0	0	0	0	0	4.37	9	0	0.033	-4.919	-7.735	1.03243618588886e-14	3.32211420807567e-13	0	0.8113	0.1494	0.1494	TRUE	0.0231
ENST00000357348	195	163	202	194	181	150	221	186	183	170	20	65	37	37	100	21	54	43	79	69	172	140	172	160	166	144	209	161	152	149	27	69	38	43	94	25	59	44	75	69	108.38	162	54	0.34	-1.555	-7.734	1.04532883917876e-14	3.35600604737248e-13	0.0692	0.4037	0.0868	0.0868	TRUE	0.5589
ENST00000301608	16	15	10	14	12	8	7	10	15	7	0	0	0	0	1	0	0	0	0	0	14	13	9	12	11	8	7	9	12	6	0	0	0	0	1	0	0	0	0	0	5.03	10	0	0.035	-4.847	-7.731	1.06373311160559e-14	3.41201035978904e-13	0	0.7556	0.1164	0.1164	TRUE	0.1264
ENST00000507994	12	10	15	16	14	34	20	17	17	22	0	0	0	0	2	0	0	0	1	0	11	9	13	13	13	33	19	15	14	19	0	0	0	0	2	0	0	0	1	0	8.02	16	0	0.033	-4.904	-7.727	1.10254119825914e-14	3.52694097084876e-13	0	0.6179	0.1668	0.1668	TRUE	0.3968
ENST00000424123	19	13	11	13	10	9	6	7	8	6	0	0	0	0	0	0	0	0	0	0	17	11	9	11	9	9	6	6	7	5	0	0	0	0	0	0	0	0	0	0	4.47	9	0	0.032	-4.946	-7.723	1.1362233676445e-14	3.63141892860482e-13	0.0504	0.8014	0.1711	0.1711	TRUE	0.138
ENST00000445425	25	30	28	20	40	19	44	31	21	18	0	0	0	0	7	0	0	1	5	0	22	26	24	16	37	18	42	27	17	16	0	0	0	0	7	0	0	1	5	0	12.86	24	1	0.067	-3.901	-7.72	1.16446461181755e-14	3.71833533728622e-13	0.1932	0.5309	0.29	0.29	TRUE	1.1632
ENST00000493699	349	512	690	471	393	406	353	414	664	808	65	161	111	72	272	48	71	72	119	114	308	440	587	387	361	389	333	358	553	709	87	171	113	84	257	57	77	74	113	113	278.66	442	115	0.266	-1.913	-7.719	1.17610020679058e-14	3.75211861304642e-13	0.1337	0.3932	0.147	0.147	TRUE	0.5286
ENST00000378843	12	12	20	15	18	14	8	14	10	11	0	0	0	0	2	0	0	0	0	0	11	10	17	12	17	13	8	12	8	10	0	0	0	0	2	0	0	0	0	0	5.99	12	0	0.036	-4.806	-7.717	1.19413276599188e-14	3.80282065442216e-13	0	0.6965	0.1059	0.1059	TRUE	0.544
ENST00000532667	36	22	22	17	13	25	10	18	17	36	0	1	1	1	2	0	0	0	2	1	32	19	19	14	12	24	9	16	14	32	0	1	1	1	2	0	0	0	2	1	9.9	19	1	0.056	-4.147	-7.716	1.20220126597533e-14	3.82508800293315e-13	0	0.574	0.1591	0.1591	TRUE	0.0697
ENST00000326793	193	151	81	204	201	104	149	77	107	91	20	32	29	26	56	26	38	33	45	23	170	130	69	168	185	100	141	67	89	80	27	34	30	30	53	31	41	34	43	23	77.15	120	35	0.295	-1.764	-7.71	1.25349786947957e-14	3.98473294108264e-13	0.0949	0.4106	0.1101	0.1101	TRUE	0.0343
ENST00000347739	16	16	10	30	14	21	20	16	18	30	0	2	1	0	2	0	2	1	2	1	14	14	9	25	13	20	19	14	15	26	0	2	1	0	2	0	2	1	2	1	8.96	17	1	0.081	-3.621	-7.709	1.26701461144474e-14	4.02410181329276e-13	0	0.5937	0.1147	0.1147	TRUE	0.0607
ENST00000460145	17	16	17	27	21	22	15	14	15	13	0	2	1	1	4	1	1	1	2	2	15	14	14	22	19	21	14	12	12	11	0	2	1	1	4	1	1	1	2	2	8.56	15	2	0.113	-3.142	-7.7	1.36362900290012e-14	4.327087032417e-13	0	0.6033	0.0752	0.0752	TRUE	0.1972
ENST00000398559	40	27	36	38	44	35	41	25	30	15	4	7	5	5	11	5	7	7	3	10	35	23	31	31	40	34	39	22	25	13	5	7	5	6	10	6	8	7	3	10	18.03	29	7	0.24	-2.061	-7.698	1.3769688283529e-14	4.36551937195915e-13	0	0.4895	0.0855	0.0855	TRUE	0.0851
ENST00000477883	25	14	15	18	22	24	11	17	19	20	0	0	1	1	5	0	0	1	3	2	22	12	13	15	20	23	10	15	16	18	0	0	1	1	5	0	0	1	3	2	8.81	16	1	0.096	-3.383	-7.695	1.41487839933148e-14	4.48170929699116e-13	0.0164	0.5973	0.1012	0.1012	TRUE	0.4702
ENST00000557459	108	209	315	174	149	193	130	41	172	52	1	16	14	7	42	4	2	3	6	6	95	180	268	143	137	185	123	35	143	46	1	17	14	8	40	5	2	3	6	6	72.87	136	10	0.088	-3.509	-7.695	1.41831140748026e-14	4.48858302955018e-13	0.5153	0.4121	0.5048	0.5048	TRUE	0.5574
ENST00000420124	71	72	73	65	71	67	32	51	60	87	15	19	24	17	30	15	18	17	27	23	63	62	62	53	65	64	30	44	50	76	20	20	25	20	28	18	20	17	26	23	39.33	57	22	0.385	-1.378	-7.694	1.42565515081322e-14	4.50780996974216e-13	0.026	0.4338	0.0461	0.0461	TRUE	0.1791
ENST00000507523	12	22	16	12	10	30	12	10	9	18	0	0	0	0	1	0	0	0	0	1	11	19	14	10	9	29	11	9	7	16	0	0	0	0	1	0	0	0	0	1	6.81	14	0	0.032	-4.943	-7.693	1.43461447779767e-14	4.52808157557098e-13	0	0.6592	0.1979	0.1979	TRUE	0.2558
ENST00000558644	53	48	18	51	58	5	36	15	29	2	0	0	0	0	2	0	0	0	0	0	47	41	15	42	53	5	34	13	24	2	0	0	0	0	2	0	0	0	0	0	13.91	28	0	0.019	-5.717	-7.691	1.46097135815182e-14	4.60309592807765e-13	0.7782	0.52	0.7281	0.7281	TRUE	0.3132
ENST00000524527	25	18	29	18	19	12	7	16	25	27	0	2	1	2	2	1	1	1	3	2	22	15	25	15	17	11	7	14	21	24	0	2	1	2	2	1	1	1	3	2	9.32	17	2	0.104	-3.26	-7.686	1.51719005708919e-14	4.77176412645572e-13	0	0.5856	0.1166	0.1166	TRUE	0.0565
ENST00000352689	29	30	29	23	38	41	24	18	19	17	1	3	0	2	6	1	0	3	5	8	26	26	25	19	35	39	23	16	16	15	1	3	0	2	6	1	0	3	5	8	13.38	24	3	0.138	-2.852	-7.684	1.5398360766508e-14	4.8387068226498e-13	0.1051	0.5253	0.1631	0.1631	TRUE	0.3061
ENST00000477270	11	6	7	11	10	15	16	10	17	27	0	0	0	0	0	0	0	0	0	1	10	5	6	9	9	14	15	9	14	24	0	0	0	0	0	0	0	0	0	1	5.8	12	0	0.031	-4.993	-7.683	1.5548793360518e-14	4.88166180240998e-13	0.1439	0.7065	0.2264	0.2264	TRUE	0.1301
ENST00000430262	16	21	14	16	18	21	9	10	10	7	0	0	0	0	1	0	0	0	0	1	14	18	12	13	17	20	8	9	8	6	0	0	0	0	1	0	0	0	0	1	6.37	12	0	0.034	-4.87	-7.681	1.58395503920016e-14	4.96855799586705e-13	0	0.6777	0.1577	0.1577	TRUE	0.0877
ENST00000422754	17	34	40	36	29	31	43	17	12	11	0	1	0	0	4	0	0	0	2	0	15	29	34	30	27	30	41	15	10	10	0	1	0	0	4	0	0	0	2	0	12.3	24	1	0.042	-4.57	-7.68	1.59091868095217e-14	4.98600087487128e-13	0.2342	0.5375	0.2822	0.2822	TRUE	0.5236
ENST00000397042	10	12	10	11	15	17	10	8	5	5	0	0	0	0	0	0	0	0	0	0	9	10	9	9	14	16	9	7	4	4	0	0	0	0	0	0	0	0	0	0	4.58	9	0	0.032	-4.961	-7.677	1.63489313639337e-14	5.11029921437294e-13	0.0795	0.7914	0.1995	0.1995	TRUE	0.0611
ENST00000531279	11	11	15	11	15	16	19	13	14	7	0	0	0	0	1	0	1	0	0	0	10	9	13	9	14	15	18	11	12	6	0	0	0	0	1	0	1	0	0	0	5.96	12	0	0.036	-4.79	-7.676	1.64374628317999e-14	5.12895021108139e-13	0	0.6982	0.1113	0.1113	TRUE	0.1177
ENST00000633674	29	28	37	13	34	21	21	13	10	13	1	1	2	1	2	0	1	2	2	1	26	24	32	11	31	20	20	11	8	11	1	1	2	1	2	0	1	2	2	1	10.38	19	1	0.083	-3.588	-7.673	1.68513202670186e-14	5.25347300254246e-13	0	0.5654	0.1828	0.1828	TRUE	0.031
ENST00000311234	27	24	20	25	18	23	21	16	15	20	0	0	0	0	6	0	0	0	0	0	24	21	17	21	17	22	20	14	12	18	0	0	0	0	6	0	0	0	0	0	9.5	19	1	0.046	-4.438	-7.67	1.7256980713847e-14	5.37522431700371e-13	0	0.5819	0.1035	0.1035	TRUE	2.8588
ENST00000434423	11	16	19	12	13	12	5	7	7	5	0	0	0	0	0	0	0	0	0	0	10	14	16	10	12	11	5	6	6	4	0	0	0	0	0	0	0	0	0	0	4.7	9	0	0.031	-4.991	-7.666	1.77276139918751e-14	5.50733742369966e-13	0.1113	0.7816	0.2232	0.2232	TRUE	0.0349
ENST00000472778	14	13	12	19	21	11	15	17	7	8	0	0	0	0	1	0	0	0	1	0	12	11	10	16	19	11	14	15	6	7	0	0	0	0	1	0	0	0	1	0	6.14	12	0	0.035	-4.826	-7.662	1.83166091343827e-14	5.680386462792e-13	0	0.6888	0.1386	0.1386	TRUE	0.0868
ENST00000541377	16	10	12	14	9	10	9	2	12	9	0	0	0	0	0	0	0	0	0	0	14	9	10	12	8	10	8	2	10	8	0	0	0	0	0	0	0	0	0	0	4.52	9	0	0.032	-4.948	-7.66	1.85333801234892e-14	5.74260095543859e-13	0	0.7971	0.1982	0.1982	TRUE	0.3002
ENST00000349721	10	8	6	27	16	16	12	9	7	6	0	0	0	0	0	0	0	0	0	0	9	7	5	22	15	15	11	8	6	5	0	0	0	0	0	0	0	0	0	0	5.16	10	0	0.029	-5.091	-7.66	1.85898724763112e-14	5.75508769867684e-13	0.206	0.746	0.2915	0.2915	TRUE	0.0965
ENST00000324330	28	31	32	37	47	42	31	29	14	12	0	3	0	0	8	0	0	0	1	1	25	27	27	30	43	40	29	25	12	11	0	3	0	0	8	0	0	0	1	1	14.09	27	1	0.062	-4.004	-7.657	1.90080256428889e-14	5.87941889772213e-13	0.2994	0.5183	0.3502	0.3502	TRUE	1.1044
ENST00000602493	6	15	13	13	18	19	9	9	9	8	0	0	0	0	1	0	0	0	0	0	5	13	11	11	17	18	8	8	7	7	0	0	0	0	1	0	0	0	0	0	5.32	10	0	0.034	-4.894	-7.657	1.90395569875351e-14	5.88405091597389e-13	0	0.7353	0.1744	0.1744	TRUE	0.1236
ENST00000479267	15	18	18	22	16	21	8	7	10	9	1	0	1	0	0	0	0	0	0	0	13	15	15	18	15	20	8	6	8	8	1	0	1	0	0	0	0	0	0	0	6.46	13	0	0.034	-4.879	-7.655	1.93174633589873e-14	5.9647493290913e-13	0	0.6739	0.1732	0.1732	TRUE	0.1495
ENST00000410067	41	25	21	40	19	25	34	28	35	21	1	3	5	4	7	1	2	6	8	11	36	22	18	33	17	24	32	24	29	18	1	3	5	5	7	1	2	6	8	11	15.14	25	5	0.207	-2.273	-7.649	2.0271952776686e-14	6.23779395396899e-13	0.0484	0.5092	0.0995	0.0995	TRUE	0.2027
ENST00000588465	42	58	45	42	60	54	35	55	46	76	0	4	4	2	22	1	2	3	11	8	37	50	38	35	55	52	33	48	38	67	0	4	4	2	21	1	2	3	10	8	25.43	45	6	0.139	-2.847	-7.646	2.0806803991636e-14	6.39683229985073e-13	0.2216	0.4596	0.2577	0.2577	TRUE	1.4326
ENST00000589902	11	13	16	11	16	8	6	5	6	9	0	0	0	0	0	0	0	0	0	0	10	11	14	9	15	8	6	4	5	8	0	0	0	0	0	0	0	0	0	0	4.44	9	0	0.033	-4.926	-7.642	2.13825349321132e-14	6.56815290827402e-13	0.0676	0.8045	0.1913	0.1913	TRUE	0.0418
ENST00000551452	35	43	63	38	43	47	34	48	52	84	3	10	9	8	23	2	5	8	14	11	31	37	54	31	40	45	32	41	43	74	4	11	9	9	22	2	5	8	13	11	26.15	43	9	0.234	-2.096	-7.641	2.15236334094818e-14	6.60578524501712e-13	0.0903	0.4575	0.1229	0.1229	TRUE	0.5794
