Id	BJ1	BJ2	BJ3	BJ4	BJ6	BJ5	BJ7	BJ8	BJ9	BJ10	CD1	CD2	CD3	CD4	CD5	CD6	CD7	CD8	CD9	CD10	norm.BJ1	norm.BJ2	norm.BJ3	norm.BJ4	norm.BJ6	norm.BJ5	norm.BJ7	norm.BJ8	norm.BJ9	norm.BJ10	norm.CD1	norm.CD2	norm.CD3	norm.CD4	norm.CD5	norm.CD6	norm.CD7	norm.CD8	norm.CD9	norm.CD10	baseMean	Beijing	Chengde	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
ENST00000483443	22	18	20	24	14	19	15	15	12	13	1	0	0	2	2	1	0	2	3	2	19	15	17	20	13	18	14	13	10	11	1	0	0	2	2	1	0	2	3	2	8.25	15	1	0.103	-3.278	-7.64	2.17378450896934e-14	6.66577234243058e-13	0	0.6117	0.075	0.075	TRUE	0.0963
ENST00000521142	16	28	26	20	26	23	8	15	20	15	0	1	2	1	3	0	0	2	4	3	14	24	22	16	24	22	8	13	17	13	0	1	2	1	3	0	0	2	4	3	9.45	17	2	0.109	-3.198	-7.639	2.18159131486976e-14	6.68394442504062e-13	0.0547	0.583	0.1222	0.1222	TRUE	0.1174
ENST00000577605	15	20	24	25	21	17	22	22	17	16	0	0	1	0	2	0	0	0	1	1	13	17	20	21	19	16	21	19	14	14	0	0	1	0	2	0	0	0	1	1	8.99	17	0	0.042	-4.573	-7.638	2.2090039378917e-14	6.76210163244367e-13	0	0.5929	0.0593	0.0593	TRUE	0.2405
ENST00000585517	99	67	97	90	51	77	80	53	50	80	27	20	14	22	29	21	12	19	22	23	87	58	83	74	47	74	76	46	42	70	36	21	14	26	27	25	13	19	21	23	44.08	66	22	0.347	-1.527	-7.635	2.26114517337541e-14	6.91575726865421e-13	0.0473	0.4287	0.0677	0.0677	TRUE	0.0853
ENST00000339313	154	172	132	67	46	72	26	39	69	83	7	9	11	7	11	13	11	17	24	9	136	148	112	55	42	69	25	34	57	73	9	10	11	8	10	15	12	17	23	9	43.82	75	12	0.176	-2.503	-7.632	2.32005416471058e-14	7.08373926235514e-13	0.211	0.4289	0.2257	0.2257	TRUE	0.0607
ENST00000483900	14	9	12	14	15	7	24	9	6	12	0	0	0	0	1	0	0	0	0	0	12	8	10	12	14	7	23	8	5	11	0	0	0	0	1	0	0	0	0	0	5.46	11	0	0.033	-4.919	-7.628	2.38845956646283e-14	7.28633931262567e-13	0	0.7264	0.2018	0.2018	TRUE	0.2056
ENST00000522368	10	7	4	9	16	14	7	12	9	11	0	0	0	0	0	0	0	0	0	0	9	6	3	7	15	13	7	10	7	10	0	0	0	0	0	0	0	0	0	0	4.39	9	0	0.033	-4.908	-7.626	2.41492816947852e-14	7.36076733647227e-13	0.0574	0.8088	0.1867	0.1867	TRUE	0.0537
ENST00000506483	17	30	31	28	45	40	19	16	15	9	0	1	1	1	1	0	1	0	0	1	15	26	26	23	41	38	18	14	12	8	0	1	1	1	1	0	1	0	0	1	11.42	22	1	0.04	-4.636	-7.626	2.42226631075251e-14	7.37049183939591e-13	0	0.5491	0.2295	0.2295	TRUE	0.0579
ENST00000583747	14	14	23	19	31	35	13	17	15	37	0	0	1	1	3	0	1	1	1	0	12	12	20	16	29	34	12	15	12	32	0	0	1	1	3	0	1	1	1	0	10.08	19	1	0.056	-4.159	-7.626	2.42034820099297e-14	7.37049183939591e-13	0	0.5707	0.1874	0.1874	TRUE	0.2245
ENST00000360490	218	394	27	252	209	246	81	126	133	236	0	0	0	6	22	5	19	7	12	12	192	339	23	207	192	236	76	109	111	207	0	0	0	7	21	6	21	7	11	12	88.87	169	8	0.063	-3.995	-7.625	2.44434868608967e-14	7.43132183948904e-13	0.7512	0.4075	0.7009	0.7009	TRUE	0.1288
ENST00000343137	15	13	14	15	17	12	7	5	9	3	0	0	0	0	0	0	0	0	0	0	13	11	12	12	16	11	7	4	7	3	0	0	0	0	0	0	0	0	0	0	4.84	10	0	0.031	-5.017	-7.623	2.47891761118751e-14	7.52354670380907e-13	0.1468	0.7698	0.2588	0.2588	TRUE	0.0427
ENST00000527530	50	50	71	56	56	44	50	67	68	80	8	18	17	15	29	5	14	15	28	23	44	43	60	46	52	42	47	58	57	70	11	19	17	18	27	6	15	15	27	23	34.87	52	18	0.352	-1.506	-7.621	2.5178509346046e-14	7.6351896088607e-13	0.0267	0.4398	0.0577	0.0577	TRUE	0.241
ENST00000467136	12	11	10	10	10	10	8	7	7	5	0	0	0	0	0	0	0	0	0	0	11	9	9	8	9	10	8	6	6	4	0	0	0	0	0	0	0	0	0	0	3.97	8	0	0.036	-4.797	-7.616	2.62094081185438e-14	7.94102612560142e-13	0	0.8541	0.1203	0.1203	TRUE	0.0796
ENST00000614479	9	8	10	13	8	6	11	10	10	5	0	0	0	0	0	0	0	0	0	0	8	7	9	11	7	6	10	9	8	4	0	0	0	0	0	0	0	0	0	0	3.94	8	0	0.036	-4.793	-7.615	2.62976118556176e-14	7.96096358900043e-13	0	0.8571	0.1182	0.1182	TRUE	0.0811
ENST00000487821	11	9	11	17	11	15	13	12	12	12	0	0	0	0	1	0	0	0	1	0	10	8	9	14	10	14	12	10	10	11	0	0	0	0	1	0	0	0	1	0	5.52	11	0	0.038	-4.7	-7.614	2.66563254616142e-14	8.06268771834698e-13	0	0.723	0.0805	0.0805	TRUE	0.0935
ENST00000591924	12	19	8	9	10	9	4	9	8	9	0	0	0	0	0	0	0	0	0	0	11	16	7	7	9	9	4	8	7	8	0	0	0	0	0	0	0	0	0	0	4.25	9	0	0.034	-4.876	-7.613	2.67839707293739e-14	8.09440748062881e-13	0.0438	0.8228	0.1712	0.1712	TRUE	0.374
ENST00000498274	21	26	14	11	19	18	28	21	20	14	0	1	2	0	4	1	2	0	3	4	19	22	12	9	17	17	26	18	17	12	0	1	2	0	4	1	2	0	3	4	9.36	17	2	0.117	-3.094	-7.611	2.72692701735505e-14	8.23406849590472e-13	0.0423	0.5849	0.1119	0.1119	TRUE	0.1334
ENST00000361337	104	98	106	78	136	145	80	77	75	45	14	25	23	28	37	17	22	21	34	25	92	84	90	64	125	139	76	67	62	39	19	27	24	33	35	20	24	21	32	25	54.89	84	26	0.316	-1.664	-7.609	2.75616358806627e-14	8.31528471306242e-13	0.0754	0.4204	0.092	0.092	TRUE	0.1065
ENST00000551009	9	17	15	12	54	57	17	8	5	8	0	0	0	0	0	0	0	0	0	0	8	15	13	10	50	55	16	7	4	7	0	0	0	0	0	0	0	0	0	0	9.18	18	0	0.019	-5.688	-7.607	2.80702320231126e-14	8.46154407210706e-13	0.788	0.5887	0.7501	0.7501	TRUE	0.5447
ENST00000511216	22	21	22	21	14	20	7	21	16	24	0	2	0	0	2	0	1	0	0	4	19	18	19	17	13	19	7	18	13	21	0	2	0	0	2	0	1	0	0	4	8.69	16	1	0.07	-3.832	-7.605	2.84953630686866e-14	8.58241697848407e-13	0.0204	0.6002	0.1158	0.1158	TRUE	0.6153
ENST00000531580	6	6	8	11	17	19	17	10	12	16	0	0	0	0	1	0	0	0	0	0	5	5	7	9	16	18	16	9	10	14	0	0	0	0	1	0	0	0	0	0	5.49	11	0	0.033	-4.919	-7.603	2.89398093620612e-14	8.70889775383281e-13	0	0.7246	0.2126	0.2126	TRUE	0.1074
ENST00000617913	26	21	16	16	33	47	10	15	27	22	0	1	0	1	4	0	0	0	2	2	23	18	14	13	30	45	9	13	22	19	0	1	0	1	4	0	0	0	2	2	10.86	21	1	0.063	-3.986	-7.602	2.91016834240716e-14	8.74280497795016e-13	0.1891	0.5574	0.2385	0.2385	TRUE	0.3566
ENST00000283172	17	53	33	49	36	28	18	17	13	13	3	0	1	0	0	0	0	0	0	3	15	46	28	40	33	27	17	15	11	11	4	0	1	0	0	0	0	0	0	3	12.54	24	1	0.043	-4.549	-7.601	2.93665843678404e-14	8.81493588203587e-13	0.2738	0.5345	0.3168	0.3168	TRUE	0.3391
ENST00000271883	6	9	9	8	9	9	11	8	8	10	0	0	0	0	0	0	0	0	0	0	5	8	8	7	8	9	10	7	7	9	0	0	0	0	0	0	0	0	0	0	3.85	8	0	0.037	-4.759	-7.601	2.94686605205938e-14	8.83811134938314e-13	0	0.8692	0.1021	0.1021	TRUE	0.0454
ENST00000488174	75	74	89	102	72	77	53	89	105	61	16	24	7	15	5	3	21	20	24	5	66	64	76	84	66	74	50	77	87	53	21	25	7	18	5	4	23	20	23	5	42.42	70	15	0.223	-2.163	-7.599	2.98726408044114e-14	8.95171715167607e-13	0.1309	0.4303	0.1616	0.1616	TRUE	0.2175
ENST00000421589	19	17	21	16	18	17	13	15	18	18	0	0	0	0	2	0	0	0	1	1	17	15	18	13	17	16	12	13	15	16	0	0	0	0	2	0	0	0	1	1	7.76	15	0	0.041	-4.625	-7.599	2.99429463262257e-14	8.96522588402747e-13	0	0.6259	0.0558	0.0558	TRUE	0.3072
ENST00000261588	30	33	26	28	35	28	20	19	23	30	4	6	6	1	11	6	6	7	4	7	26	28	22	23	32	27	19	16	19	26	5	6	6	1	10	7	7	7	4	7	15.04	24	6	0.264	-1.923	-7.593	3.11510902534131e-14	9.31910561958167e-13	0	0.51	0.0546	0.0546	TRUE	0.1561
ENST00000447377	15	16	4	16	15	13	15	13	14	11	0	0	0	0	2	0	0	0	0	0	13	14	3	13	14	12	14	11	12	10	0	0	0	0	2	0	0	0	0	0	5.92	12	0	0.036	-4.776	-7.593	3.12372696560447e-14	9.33702744807256e-13	0	0.7	0.1347	0.1347	TRUE	0.5577
ENST00000629111	27	27	27	36	30	26	13	14	21	28	3	3	3	4	8	3	3	4	6	6	24	23	23	30	28	25	12	12	17	25	4	3	3	5	8	4	3	4	6	6	13.18	22	5	0.217	-2.207	-7.592	3.13867449404382e-14	9.37382281666532e-13	0	0.5274	0.0755	0.0755	TRUE	0.0927
ENST00000491783	9	8	8	9	11	16	8	6	7	10	0	0	0	0	0	0	0	0	0	0	8	7	7	7	10	15	8	5	6	9	0	0	0	0	0	0	0	0	0	0	4.09	8	0	0.035	-4.823	-7.592	3.15550227769275e-14	9.40826769708057e-13	0	0.8402	0.1465	0.1465	TRUE	0.2912
ENST00000297293	51	36	56	55	45	45	35	39	22	27	5	11	10	9	19	6	8	9	10	7	45	31	48	45	41	43	33	34	18	24	7	12	10	11	18	7	9	9	9	7	23.04	36	10	0.281	-1.832	-7.591	3.18498442600723e-14	9.48821010061163e-13	0.0499	0.4671	0.0785	0.0785	TRUE	0.1912
ENST00000519152	9	7	8	13	14	15	12	7	15	9	0	0	0	0	0	0	0	0	1	0	8	6	7	11	13	14	11	6	12	8	0	0	0	0	0	0	0	0	1	0	4.87	10	0	0.036	-4.787	-7.59	3.19604076502813e-14	9.51317326541875e-13	0	0.7676	0.134	0.134	TRUE	0.1231
ENST00000569174	13	18	10	5	17	14	8	8	10	12	0	0	0	0	1	0	0	0	0	0	11	15	9	4	16	13	8	7	8	11	0	0	0	0	1	0	0	0	0	0	5.14	10	0	0.035	-4.847	-7.589	3.21868454620513e-14	9.57255638260504e-13	0	0.7473	0.1724	0.1724	TRUE	0.1181
ENST00000532076	9	10	13	12	8	7	7	12	9	4	0	0	0	0	0	0	0	0	0	0	8	9	11	10	7	7	7	10	7	4	0	0	0	0	0	0	0	0	0	0	3.98	8	0	0.036	-4.8	-7.589	3.22239183819874e-14	9.57556905765745e-13	0	0.8533	0.1329	0.1329	TRUE	0.1294
ENST00000437658	10	11	7	13	9	9	6	7	9	7	0	0	0	0	0	0	0	0	0	0	9	9	6	11	8	9	6	6	7	6	0	0	0	0	0	0	0	0	0	0	3.86	8	0	0.037	-4.765	-7.586	3.30850204549159e-14	9.82323832053227e-13	0	0.8674	0.1121	0.1121	TRUE	0.0648
ENST00000451500	27	28	33	25	31	60	40	41	25	40	3	6	3	0	5	7	5	3	6	14	24	24	28	21	29	57	38	35	21	35	4	6	3	0	5	8	5	3	6	14	18.31	31	5	0.186	-2.427	-7.586	3.31195948420143e-14	9.8252954982069e-13	0.1082	0.4879	0.1488	0.1488	TRUE	0.3997
ENST00000557997	95	110	71	81	116	99	40	80	44	145	17	18	22	23	32	12	12	15	26	20	84	95	60	67	107	95	38	69	37	127	23	19	22	27	30	14	13	15	25	20	49.33	78	21	0.275	-1.863	-7.583	3.37665855377556e-14	9.99221024156398e-13	0.1009	0.4242	0.1185	0.1185	TRUE	0.0581
ENST00000551535	8	8	10	10	10	11	6	9	9	6	0	0	0	0	0	0	0	0	0	0	7	7	9	8	9	11	6	8	7	5	0	0	0	0	0	0	0	0	0	0	3.83	8	0	0.037	-4.754	-7.582	3.40416350998777e-14	1.00652222250387e-12	0	0.871	0.1066	0.1066	TRUE	0.0501
ENST00000547908	23	27	34	35	17	17	20	20	19	8	0	4	2	1	4	0	3	2	4	3	20	23	29	29	16	16	19	17	16	7	0	4	2	1	4	0	3	2	4	3	10.78	19	2	0.137	-2.87	-7.581	3.42342406197883e-14	1.01137565388801e-12	0.0758	0.5588	0.1299	0.1299	TRUE	0.0709
ENST00000504160	19	19	22	24	28	14	6	18	21	32	0	0	0	1	4	0	1	0	2	2	17	16	19	20	26	13	6	16	17	28	0	0	0	1	4	0	1	0	2	2	9.37	18	1	0.072	-3.8	-7.577	3.53143089878476e-14	1.04155231653785e-12	0.0908	0.5846	0.1636	0.1636	TRUE	0.4127
ENST00000549727	9	22	23	16	75	65	27	10	6	5	0	0	0	0	1	0	0	0	0	0	8	19	20	13	69	62	25	9	5	4	0	0	0	0	1	0	0	0	0	0	11.76	23	0	0.019	-5.727	-7.576	3.5554100543449e-14	1.04775516858555e-12	0.8616	0.5443	0.8051	0.8051	TRUE	0.2373
ENST00000463156	16	14	11	13	15	16	4	5	9	5	0	0	0	0	0	0	0	0	0	0	14	12	9	11	14	15	4	4	7	4	0	0	0	0	0	0	0	0	0	0	4.77	9	0	0.031	-4.992	-7.575	3.58999962379741e-14	1.05707196876354e-12	0.1542	0.776	0.2633	0.2633	TRUE	0.0171
ENST00000588850	26	14	40	35	22	18	19	34	42	58	2	1	3	3	11	3	2	4	5	3	23	12	34	29	20	17	18	29	35	51	3	1	3	4	10	4	2	4	5	3	15.34	27	4	0.155	-2.689	-7.574	3.63137759838019e-14	1.06837052853007e-12	0.1361	0.5076	0.1712	0.1712	TRUE	0.3059
ENST00000432525	12	16	13	14	10	9	6	6	8	4	0	0	0	0	0	0	0	0	0	0	11	14	11	12	9	9	6	5	7	4	0	0	0	0	0	0	0	0	0	0	4.29	9	0	0.034	-4.88	-7.573	3.65169710794014e-14	1.07346001005949e-12	0.0574	0.8193	0.1905	0.1905	TRUE	0.0386
ENST00000495417	66	62	94	65	43	33	20	59	90	76	4	13	9	7	14	7	8	12	18	22	58	53	80	53	40	32	19	51	75	67	5	14	9	8	13	8	9	12	17	22	32.29	53	12	0.233	-2.1	-7.569	3.75168819215255e-14	1.10103219115691e-12	0.1168	0.4441	0.1396	0.1396	TRUE	0.0979
ENST00000368985	1648	2218	2040	2321	1079	841	2079	1573	1608	1288	56	155	143	544	451	63	167	291	272	294	1455	1908	1737	1909	992	805	1963	1360	1339	1130	75	164	146	638	426	75	182	298	258	292	857.59	1460	255	0.184	-2.443	-7.569	3.76892313676971e-14	1.10517762607917e-12	0.2661	0.3888	0.2627	0.2627	TRUE	0.409
ENST00000340855	356	358	353	331	339	289	248	167	249	214	57	110	72	95	128	75	121	91	117	139	314	308	301	272	312	277	234	144	207	188	77	117	74	111	121	89	132	93	111	138	180.97	256	106	0.419	-1.255	-7.569	3.77336276268376e-14	1.1055672925456e-12	0.0484	0.3968	0.0603	0.0603	TRUE	0.1073
ENST00000480495	16	28	27	31	57	36	30	38	29	27	0	6	1	1	8	0	1	6	7	6	14	24	23	26	52	34	28	33	24	24	0	6	1	1	8	0	1	6	7	6	15.93	28	4	0.143	-2.806	-7.568	3.78160178440692e-14	1.10706859487498e-12	0.1405	0.5031	0.1976	0.1976	TRUE	0.3315
ENST00000419899	9	10	13	9	11	13	5	6	7	8	0	0	0	0	0	0	0	0	0	0	8	9	11	7	10	12	5	5	6	7	0	0	0	0	0	0	0	0	0	0	4.02	8	0	0.036	-4.804	-7.568	3.79212328137804e-14	1.10923507341708e-12	0	0.8486	0.1434	0.1434	TRUE	0.0461
ENST00000348022	9	6	8	8	13	13	16	8	7	7	0	0	0	0	0	0	0	0	0	0	8	5	7	7	12	12	15	7	6	6	0	0	0	0	0	0	0	0	0	0	4.24	8	0	0.034	-4.859	-7.568	3.80279834996923e-14	1.11109501368386e-12	0.0527	0.8238	0.1794	0.1794	TRUE	0.0849
ENST00000545616	21	26	19	32	50	124	27	12	16	49	1	1	2	2	5	0	1	1	1	3	19	22	16	26	46	119	25	10	13	43	1	1	2	2	5	0	1	1	1	3	17.89	34	2	0.065	-3.942	-7.568	3.80473447285665e-14	1.11109501368386e-12	0.4389	0.4903	0.4442	0.4442	TRUE	0.5002
ENST00000310613	30	29	25	100	77	111	29	63	22	29	9	5	4	5	4	5	4	5	4	7	26	25	21	82	71	106	27	54	18	25	12	5	4	6	4	6	4	5	4	7	25.75	46	6	0.134	-2.897	-7.565	3.87487942848484e-14	1.12972284567966e-12	0.2627	0.4587	0.2775	0.2775	TRUE	0.0994
ENST00000507591	16	15	13	21	17	24	16	7	11	5	0	0	0	0	1	0	0	0	1	0	14	13	11	17	16	23	15	6	9	4	0	0	0	0	1	0	0	0	1	0	6.53	13	0	0.034	-4.88	-7.563	3.93737978797969e-14	1.14700391528523e-12	0	0.6708	0.2117	0.2117	TRUE	0.0809
ENST00000543119	7	7	9	10	14	20	10	8	8	6	0	0	0	0	0	0	0	0	0	0	6	6	8	8	13	19	9	7	7	5	0	0	0	0	0	0	0	0	0	0	4.42	9	0	0.033	-4.903	-7.56	4.0188760503111e-14	1.1688285992476e-12	0.0999	0.8065	0.2112	0.2112	TRUE	0.5557
ENST00000396365	196	92	101	239	107	144	56	78	146	516	9	22	11	10	26	3	15	12	25	39	173	79	86	197	98	138	53	67	122	453	12	23	11	12	25	4	16	12	24	39	82.15	147	18	0.133	-2.915	-7.559	4.06022107270271e-14	1.17988762815907e-12	0.3502	0.4092	0.3547	0.3547	TRUE	0.4804
ENST00000472904	56	81	74	67	79	76	75	61	75	46	20	18	18	21	41	23	19	23	29	25	49	70	63	55	73	73	71	53	62	40	27	19	18	25	39	27	21	24	28	25	43.03	61	25	0.417	-1.261	-7.556	4.15682644230566e-14	1.20598866742484e-12	0.0188	0.4297	0.0394	0.0394	TRUE	0.1999
ENST00000402219	14	10	7	11	9	5	11	7	10	6	0	0	0	0	0	0	0	0	0	0	12	9	6	9	8	5	10	6	8	5	0	0	0	0	0	0	0	0	0	0	3.95	8	0	0.036	-4.787	-7.554	4.23207893327325e-14	1.22681961899291e-12	0	0.856	0.1383	0.1383	TRUE	0.0681
ENST00000511119	13	11	20	14	15	13	9	7	7	2	0	0	0	0	0	0	0	0	0	0	11	9	17	12	14	12	8	6	6	2	0	0	0	0	0	0	0	0	0	0	4.89	10	0	0.031	-5.017	-7.553	4.23715314133398e-14	1.22728950809299e-12	0.1818	0.7659	0.2902	0.2902	TRUE	0.0652
ENST00000505560	24	27	29	22	31	33	19	12	12	11	0	0	4	0	3	0	0	0	1	2	21	23	25	18	29	32	18	10	10	10	0	0	4	0	3	0	0	0	1	2	10.26	20	1	0.066	-3.911	-7.552	4.29991364693595e-14	1.24445383560345e-12	0.1528	0.5675	0.2167	0.2167	TRUE	0.3056
ENST00000471635	9	15	7	15	9	20	14	7	7	4	0	0	0	0	0	0	0	0	0	0	8	13	6	12	8	19	13	6	6	4	0	0	0	0	0	0	0	0	0	0	4.76	10	0	0.032	-4.984	-7.55	4.36515822403323e-14	1.26230857023711e-12	0.1683	0.7765	0.2696	0.2696	TRUE	0.0704
ENST00000606789	19	21	22	29	8	7	6	9	18	5	0	0	0	0	1	0	0	0	0	0	17	18	19	24	7	7	6	8	15	4	0	0	0	0	1	0	0	0	0	0	6.26	12	0	0.03	-5.063	-7.549	4.3822318684961e-14	1.26621561468578e-12	0.2659	0.6829	0.3312	0.3312	TRUE	0.0993
ENST00000514380	15	12	14	17	19	28	8	10	6	5	0	0	0	0	1	0	0	0	0	0	13	10	12	14	17	27	8	9	5	4	0	0	0	0	1	0	0	0	0	0	6.01	12	0	0.031	-5.012	-7.548	4.4225181456114e-14	1.27681799264849e-12	0.2255	0.6952	0.2977	0.2977	TRUE	0.1121
ENST00000540221	9	10	11	13	13	8	8	7	5	6	0	0	0	0	0	0	0	0	0	0	8	9	9	11	12	8	8	6	4	5	0	0	0	0	0	0	0	0	0	0	3.96	8	0	0.036	-4.787	-7.545	4.51530459492479e-14	1.30254809499697e-12	0	0.8549	0.1419	0.1419	TRUE	0.0564
ENST00000475651	15	19	17	13	7	4	9	8	7	6	0	0	0	0	0	0	0	0	0	0	13	16	14	11	6	4	8	7	6	5	0	0	0	0	0	0	0	0	0	0	4.58	9	0	0.032	-4.947	-7.544	4.56769044414857e-14	1.31659138998411e-12	0.1386	0.7921	0.2473	0.2473	TRUE	0.0403
ENST00000420107	27	29	22	34	46	40	39	17	18	18	3	5	5	5	7	4	4	4	6	4	24	25	19	28	42	38	37	15	15	16	4	5	5	6	7	5	4	4	6	4	15.41	26	5	0.203	-2.304	-7.542	4.62267405154656e-14	1.33087586873544e-12	0	0.507	0.1119	0.1119	TRUE	0.0434
ENST00000239882	60	55	48	103	54	67	89	65	58	66	0	5	2	2	8	0	0	10	5	21	53	47	41	85	50	64	84	56	48	58	0	5	2	2	8	0	0	10	5	21	31.96	59	5	0.104	-3.259	-7.541	4.66588430732707e-14	1.34163048772172e-12	0.3786	0.4447	0.3911	0.3911	TRUE	1.8468
ENST00000399100	19	21	19	24	30	25	15	21	17	13	0	0	0	1	4	0	0	0	0	0	17	18	16	20	28	24	14	18	14	11	0	0	0	1	4	0	0	0	0	0	9.26	18	0	0.041	-4.594	-7.539	4.72608596967073e-14	1.35784232305657e-12	0.0237	0.5871	0.1045	0.1045	TRUE	1.3338
ENST00000472912	18	20	23	30	16	14	9	16	16	19	0	2	4	0	4	1	0	1	2	2	16	17	20	25	15	13	8	14	13	17	0	2	4	0	4	1	0	1	2	2	8.69	16	2	0.118	-3.078	-7.539	4.75057752543695e-14	1.36377645600993e-12	0.0201	0.6	0.0962	0.0962	TRUE	0.2163
ENST00000479811	26	29	32	20	21	25	15	13	13	8	0	1	0	0	2	0	0	0	0	1	23	25	27	16	19	24	14	11	11	7	0	1	0	0	2	0	0	0	0	1	9.1	18	0	0.036	-4.797	-7.538	4.78816976758941e-14	1.37345886634485e-12	0	0.5905	0.1815	0.1815	TRUE	0.2349
ENST00000620148	46	40	37	40	46	39	34	38	37	32	10	11	12	12	20	9	14	12	14	10	41	34	32	33	42	37	32	33	31	28	13	12	12	14	19	11	15	12	13	10	23.73	34	13	0.389	-1.361	-7.536	4.83979209907385e-14	1.38714686452488e-12	0	0.4648	0.0265	0.0265	TRUE	0.1144
ENST00000575058	38	40	42	38	29	26	24	40	45	56	2	11	11	5	15	3	5	5	16	8	34	34	36	31	27	25	23	35	37	49	3	12	11	6	14	4	5	5	15	8	20.66	33	8	0.263	-1.925	-7.536	4.85866968707334e-14	1.39143529958571e-12	0.0412	0.4764	0.0863	0.0863	TRUE	0.2566
ENST00000493768	16	25	27	24	15	17	19	14	16	9	0	2	0	1	1	0	1	0	2	1	14	22	23	20	14	16	18	12	13	8	0	2	0	1	1	0	1	0	2	1	8.4	16	1	0.066	-3.926	-7.533	4.97621849535701e-14	1.42395173369556e-12	0	0.6076	0.1031	0.1031	TRUE	0.0948
ENST00000425030	25	20	22	24	19	34	10	14	19	17	0	1	0	0	1	0	2	0	0	2	22	17	19	20	17	33	9	12	16	15	0	1	0	0	1	0	2	0	0	2	9.31	18	1	0.048	-4.391	-7.53	5.0566587132315e-14	1.44464349411775e-12	0	0.5859	0.1256	0.1256	TRUE	0.2176
ENST00000231683	30	21	20	17	21	18	11	12	23	13	0	2	3	2	2	1	1	1	4	3	26	18	17	14	19	17	10	10	19	11	0	2	3	2	2	1	1	1	4	3	9.15	16	2	0.134	-2.898	-7.528	5.14481072904553e-14	1.46864717518296e-12	0	0.5895	0.0945	0.0945	TRUE	0.0938
ENST00000375751	27	14	24	56	31	1	32	15	6	6	0	0	0	0	0	0	0	0	0	0	24	12	20	46	29	1	30	13	5	5	0	0	0	0	0	0	0	0	0	0	9.26	18	0	0.019	-5.683	-7.527	5.18663943886912e-14	1.47821303654698e-12	0.8537	0.5869	0.7974	0.7974	TRUE	0.059
ENST00000509273	9	6	9	12	12	22	11	9	7	5	0	0	0	0	0	0	0	0	0	0	8	5	8	10	11	21	10	8	6	4	0	0	0	0	0	0	0	0	0	0	4.56	9	0	0.033	-4.932	-7.525	5.28835479477077e-14	1.5047888663423e-12	0.1411	0.7939	0.2455	0.2455	TRUE	0.3039
ENST00000468928	20	32	13	25	17	11	14	3	3	8	0	0	0	0	0	0	0	0	0	0	18	28	11	21	16	11	13	3	2	7	0	0	0	0	0	0	0	0	0	0	6.42	13	0	0.025	-5.301	-7.524	5.32284621722377e-14	1.51339163648106e-12	0.4662	0.6758	0.5053	0.5053	TRUE	0.0487
ENST00000375856	106	238	199	270	221	113	3	123	103	136	10	18	17	16	23	11	13	14	19	13	94	205	169	222	203	108	3	106	86	119	13	19	17	19	22	13	14	14	18	13	73.92	132	16	0.135	-2.891	-7.521	5.43721756236492e-14	1.54344019302276e-12	0.3435	0.4117	0.3489	0.3489	TRUE	0.066
ENST00000470455	70	16	18	37	14	12	15	7	5	4	0	0	0	0	0	0	0	0	0	0	62	14	15	30	13	11	14	6	4	4	0	0	0	0	0	0	0	0	0	0	8.68	17	0	0.02	-5.614	-7.519	5.50816176805309e-14	1.56233095958984e-12	0.7821	0.6004	0.7474	0.7474	TRUE	0.5426
ENST00000539254	9	17	20	18	6	16	5	10	10	8	0	0	0	0	0	0	1	0	0	0	8	15	17	15	6	15	5	9	8	7	0	0	0	0	0	0	1	0	0	0	5.25	10	0	0.034	-4.864	-7.517	5.61039732833657e-14	1.59005997646795e-12	0	0.7399	0.2129	0.2129	TRUE	0.1396
ENST00000476241	25	11	25	13	8	9	11	7	14	2	0	0	0	0	0	0	0	0	0	0	22	9	21	11	7	9	10	6	12	2	0	0	0	0	0	0	0	0	0	0	5.47	11	0	0.029	-5.132	-7.516	5.63161242880269e-14	1.59353109649401e-12	0.3123	0.7261	0.387	0.387	TRUE	0.0788
ENST00000313667	53	57	63	55	59	63	23	36	65	127	4	7	10	0	12	1	4	2	8	17	47	49	54	45	54	60	22	31	54	111	5	7	10	0	11	1	4	2	8	17	29.7	53	6	0.139	-2.851	-7.512	5.8254479183327e-14	1.64405873047944e-12	0.2644	0.4491	0.2869	0.2869	TRUE	0.4744
ENST00000372755	40	33	51	52	41	33	26	32	32	21	0	10	3	7	12	5	5	3	8	13	35	28	43	43	38	32	25	28	27	18	0	11	3	8	11	6	5	3	8	13	19.23	32	7	0.227	-2.139	-7.512	5.8286831750256e-14	1.64405873047944e-12	0.0642	0.4831	0.1127	0.1127	TRUE	0.1505
ENST00000263688	14	10	21	19	22	25	17	11	5	7	0	0	1	0	0	0	0	0	0	1	12	9	18	16	20	24	16	10	4	6	0	0	1	0	0	0	0	0	0	1	6.83	14	0	0.033	-4.92	-7.512	5.84191497011895e-14	1.64648420331505e-12	0	0.6585	0.2599	0.2599	TRUE	0.0854
ENST00000532451	11	13	9	10	16	17	10	6	8	8	0	1	0	0	0	0	0	0	0	0	10	11	8	8	15	16	9	5	7	7	0	1	0	0	0	0	0	0	0	0	4.86	10	0	0.037	-4.77	-7.511	5.86905863575996e-14	1.65282364433367e-12	0	0.7687	0.155	0.155	TRUE	0.156
