Id,CD1,CD2,CD3,CD4,CD5,CD6,CD7,CD8,CD9,CD10,BJ1,BJ2,BJ3,BJ4,BJ5,BJ6,BJ7,BJ8,BJ9,BJ10
ENST00000565443,1,0,0,0,5,0,0,3,1,3,2,10,6,3,4,9,2,4,13,4
ENST00000623184,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,2,1,1,1,0
ENST00000530978,0,0,0,0,1,0,0,0,1,1,2,1,2,2,2,2,4,5,4,2
ENST00000524399,0,0,0,0,0,0,0,0,0,0,5,4,7,4,1,3,1,2,2,0
ENST00000620591,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,3,4,0,1,1
ENST00000460903,1,1,2,3,8,1,2,2,3,2,5,24,8,15,14,15,17,10,14,8
ENST00000591462,28,42,132,10,92,5,73,123,84,20,44,147,48,153,70,121,17,21,29,54
ENST00000526481,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
ENST00000548440,3,5,6,8,9,5,5,5,14,8,12,20,19,20,21,21,25,13,13,10
ENST00000547545,25,16,17,24,16,30,26,34,12,15,19,13,15,18,12,19,15,16,10,15
ENST00000358372,10,14,31,16,14,24,17,31,44,5,12,13,34,37,49,13,16,32,6,18
ENST00000488353,11,8,21,10,8,10,15,16,10,13,8,9,10,14,7,7,8,13,15,20
ENST00000576380,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,2,0,0,1,0
ENST00000551730,1,0,0,1,0,0,6,7,6,2,4,0,4,0,0,0,7,1,10,11
ENST00000566825,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,2,2,1,2
ENST00000457470,0,4,1,4,3,2,8,2,3,1,2,4,5,2,2,8,1,6,0,1
ENST00000592867,1,2,1,1,5,1,3,4,2,3,8,11,11,10,8,10,12,16,15,14
ENST00000376925,984,604,725,609,350,667,778,481,627,361,73,395,295,482,99,212,370,163,44,125
ENST00000545507,0,15,0,3,0,1,1,0,0,0,5,2,0,2,6,0,0,1,16,17
ENST00000483630,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,2,0,0,2,0
ENST00000514478,11,0,1,4,1,10,0,1,0,0,1,1,1,1,0,0,0,1,2,1
ENST00000475157,0,70,13,9,16,44,0,0,12,0,34,31,30,19,23,73,13,30,49,20
ENST00000225504,12,257,160,35,105,23,217,76,194,210,175,93,101,148,98,149,77,88,128,164
ENST00000571569,0,1,1,6,1,2,5,4,2,1,6,2,3,2,0,4,1,0,6,0
ENST00000550859,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0
ENST00000255977,10,31,36,190,51,23,60,76,150,55,64,98,92,101,34,113,67,158,77,93
ENST00000584876,0,0,0,0,1,0,0,0,0,0,1,9,2,6,0,5,1,5,2,10
ENST00000369550,0,5,3,4,4,0,0,5,4,0,8,5,5,7,3,6,8,7,7,6
ENST00000479009,1,9,15,10,49,2,4,16,26,5,22,45,56,36,25,34,40,46,24,30
ENST00000522208,2,6,6,6,9,4,5,7,10,1,14,11,28,8,18,11,24,22,12,16
ENST00000521696,5,5,8,6,5,2,6,5,4,4,1,1,0,1,1,2,0,2,1,1
ENST00000488215,1,0,0,2,0,0,0,0,0,0,3,1,1,2,2,2,2,0,1,1
ENST00000290536,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,2,0,2,0
ENST00000515601,10,15,24,10,7,20,17,32,20,8,12,13,5,4,12,9,5,11,6,9
ENST00000391971,0,30,0,0,32,0,46,14,33,52,57,53,60,74,58,63,59,51,41,55
ENST00000474718,1,2,1,1,6,0,1,3,8,6,10,2,6,10,3,1,4,6,10,4
ENST00000557123,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,0,0,2,2,0
ENST00000526897,4,22,17,9,32,7,10,13,28,20,43,31,37,41,31,27,30,35,62,60
ENST00000535237,1,1,2,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0
ENST00000441507,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,4,0,1,0
ENST00000269122,6,0,5,0,26,0,11,2,6,14,55,48,42,51,46,65,41,30,29,32
ENST00000433843,6,11,9,3,4,12,5,4,10,16,4,6,5,9,14,8,15,10,22,2
ENST00000498601,10,28,27,25,49,20,33,35,37,26,25,38,43,40,29,46,58,37,14,16
ENST00000214869,9,17,7,15,5,6,17,5,22,9,3,13,5,5,5,16,7,4,7,15
ENST00000428471,5,2,2,2,1,0,2,3,1,0,1,0,1,0,0,0,0,0,0,0
ENST00000398864,1,2,2,2,0,2,2,2,1,1,1,0,1,1,0,1,1,0,1,1
ENST00000371847,0,0,0,0,0,0,0,0,0,0,2,2,1,3,2,1,3,0,1,0
ENST00000594264,3,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,4
ENST00000602938,0,0,0,0,0,0,1,0,0,0,6,7,3,4,4,3,7,5,4,8
ENST00000279035,0,0,5,0,6,0,1,1,1,0,1,3,4,3,1,1,2,1,4,1
ENST00000567289,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,1,0,1,0
ENST00000521057,0,0,0,0,1,0,0,0,0,0,4,4,4,5,7,5,2,0,0,1
ENST00000316409,10,20,28,27,50,18,19,28,27,20,34,29,16,22,10,10,0,21,23,34
ENST00000223641,66,223,197,149,77,91,107,101,197,98,111,110,102,117,73,90,119,76,116,70
ENST00000554792,0,4,0,1,0,0,0,0,0,0,1,4,2,2,1,1,0,1,0,0
ENST00000223500,104,73,50,61,89,68,85,60,71,158,118,105,58,115,186,94,187,104,126,86
ENST00000429741,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,1,2,1,1,0
ENST00000550893,7,7,4,5,3,6,5,5,3,5,7,7,9,9,13,6,9,5,5,6
ENST00000368525,1,2,2,1,2,2,1,3,1,1,2,2,0,1,0,1,4,1,0,0
ENST00000557143,1,1,0,0,1,0,1,2,2,1,5,3,4,4,4,6,2,2,4,2
ENST00000494307,0,1,1,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
ENST00000545578,0,2,4,0,3,0,12,0,0,0,2,1,0,4,0,0,0,0,1,0
ENST00000392524,1,17,19,3,17,8,18,12,24,17,37,43,25,31,12,40,54,37,18,29
ENST00000559237,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,4,1,0,0
ENST00000461952,0,0,0,0,0,0,0,1,2,0,4,2,4,3,3,3,2,1,3,1
ENST00000378928,0,0,0,0,0,0,0,0,0,0,2,5,5,3,2,3,2,3,5,1
ENST00000494464,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0
ENST00000411698,0,0,0,0,1,0,3,0,4,5,10,6,9,8,6,9,10,8,7,6
ENST00000361546,3,2,3,0,7,5,4,1,3,3,4,4,14,19,1,2,20,1,11,10
ENST00000586372,2,1,1,1,2,0,1,1,1,1,1,4,2,1,4,2,1,2,5,11
ENST00000479851,0,0,0,0,0,0,0,0,0,0,7,5,4,0,3,6,2,8,7,10
ENST00000521767,0,0,0,0,0,0,0,0,1,0,0,2,0,13,1,2,2,0,1,1
ENST00000602355,181,63,190,180,207,192,85,223,142,77,102,36,40,62,80,39,45,53,56,76
ENST00000361813,68,71,64,55,13,75,44,32,12,24,90,26,28,25,40,42,27,59,26,52
ENST00000463472,487,53,107,377,69,329,89,106,47,90,26,34,35,45,43,34,72,67,48,53
ENST00000258739,2,14,3,10,4,25,29,27,19,5,34,24,17,25,20,24,11,19,23,13
ENST00000483427,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,1,0
ENST00000606723,0,2,1,3,2,2,2,0,0,3,0,2,3,2,2,2,6,0,0,2
ENST00000254584,0,0,0,0,2,0,3,1,3,0,1,2,1,3,0,1,0,2,3,1
ENST00000413720,4,11,37,38,67,7,12,13,23,4,34,100,140,84,120,125,97,85,24,35
ENST00000546671,1,1,0,0,0,0,0,0,0,2,2,2,1,3,3,2,6,2,2,3
ENST00000498518,0,3,1,0,21,0,0,3,5,8,17,18,1,23,28,15,19,7,11,5
ENST00000532338,0,2,2,2,5,0,1,1,2,1,1,1,1,2,1,0,1,2,1,3
ENST00000478380,0,0,0,0,0,0,0,0,0,0,4,7,9,6,7,1,4,4,2,3
ENST00000530797,248,185,217,46,44,145,114,139,155,28,3,33,51,0,38,49,87,41,56,19
ENST00000602172,42,2,52,57,59,42,2,32,58,0,82,75,69,84,76,65,68,72,78,61
ENST00000265462,514,493,631,533,783,906,875,762,650,515,267,212,290,306,175,199,272,439,301,375
ENST00000567190,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0
ENST00000492319,0,0,0,0,0,0,0,0,0,0,2,2,0,3,4,3,4,2,2,3
ENST00000358380,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,2,0,1,0
ENST00000571029,4,2,2,2,2,1,2,4,2,3,1,0,2,1,3,1,1,2,3,0
ENST00000374975,22,4,35,0,0,0,9,0,0,0,0,22,7,0,0,0,15,5,0,0
ENST00000393880,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
ENST00000442504,0,0,0,0,0,0,0,2,0,1,1,1,5,0,1,7,0,4,1,0
ENST00000602866,10,10,13,6,5,15,12,13,12,9,5,7,5,6,4,5,5,4,5,4
ENST00000531692,1,1,0,1,0,3,1,2,4,0,0,0,0,0,0,0,2,0,0,0
ENST00000557824,9,3,5,5,6,4,7,6,5,5,18,20,23,24,26,23,23,15,17,13
ENST00000556579,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,2,1,0,8,0
ENST00000513935,0,0,1,1,1,0,0,1,1,1,3,4,7,4,3,5,0,4,6,4
ENST00000487909,0,0,0,0,0,15,0,0,0,0,1,1,0,5,0,1,0,1,0,1
ENST00000464753,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0
ENST00000440812,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,2,0,1,1
ENST00000370991,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,0
ENST00000507996,0,0,0,0,0,0,0,0,0,0,2,0,2,3,3,2,0,0,1,0
ENST00000268057,1,2,0,0,0,1,0,2,0,2,0,2,2,4,4,2,4,1,2,2
ENST00000397128,8,9,4,8,12,10,9,14,11,5,20,43,14,37,12,14,31,24,32,10
ENST00000527096,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,2
ENST00000360079,31,20,6,34,44,0,3,16,31,14,27,18,44,19,31,36,39,46,20,8
ENST00000474129,27,51,40,19,30,17,23,27,33,35,39,42,48,26,26,47,21,55,71,71
ENST00000509052,0,0,0,0,6,0,0,1,0,0,6,14,10,13,1,10,1,5,4,0
ENST00000395344,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1
ENST00000482184,5,11,6,4,6,4,7,8,8,20,1,1,1,2,2,3,0,1,1,0
ENST00000343411,0,0,0,0,3,0,0,0,0,0,11,9,9,10,5,7,5,7,10,4
ENST00000496577,15,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,4,0,0,0
ENST00000397857,19,174,222,17,164,1,15,24,231,27,265,5,90,290,6,18,4,40,22,179
ENST00000397147,407,273,454,447,280,484,373,448,405,475,259,288,262,159,251,264,303,297,507,406
ENST00000372285,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,0,1,1
ENST00000581085,0,2,2,0,2,2,0,0,3,2,6,7,6,2,4,4,3,4,3,4
ENST00000566898,9,7,12,14,12,2,8,18,12,8,122,133,116,63,72,117,91,49,70,51
ENST00000607599,7,4,3,1,7,6,4,1,11,2,3,2,3,3,3,5,3,5,3,3
ENST00000381312,0,2,1,0,0,2,0,0,0,1,0,0,5,0,1,6,1,2,1,0
ENST00000539111,1,1,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,1
ENST00000498109,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,0,1
ENST00000377311,2,0,0,0,1,2,1,2,1,4,3,3,1,2,1,1,3,1,5,4
ENST00000532458,0,0,0,0,0,0,0,0,0,0,2,2,3,1,3,3,1,1,2,0
ENST00000369627,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,1,6,0,6,1
ENST00000368812,0,4,3,0,4,0,0,2,2,5,0,1,0,4,0,0,3,1,0,1
ENST00000523161,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,3,1,0,1,0
ENST00000392867,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,2,1,0,1,0
ENST00000264158,0,1,1,0,7,0,1,0,6,3,13,11,11,16,16,15,15,12,11,10
ENST00000467172,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,1,0
ENST00000524661,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,3,0,0,1,0
ENST00000538751,0,7,0,7,3,10,8,3,0,0,9,4,7,6,9,14,2,8,1,2
ENST00000587867,0,0,2,3,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,4
ENST00000496993,1,1,0,0,3,0,6,0,0,1,2,2,1,1,2,1,4,1,2,1
ENST00000380725,0,1,2,2,0,2,1,0,3,8,0,0,0,5,0,0,0,0,0,0
ENST00000521982,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,0,0
ENST00000393021,1,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0
ENST00000593098,0,5,5,2,0,2,0,0,1,0,1,1,0,0,1,0,1,0,0,0
ENST00000480535,0,0,0,0,0,0,0,0,0,0,2,3,3,5,6,8,2,6,4,4
ENST00000495698,2,2,2,1,3,2,3,2,3,3,3,4,4,3,4,3,5,5,3,3
ENST00000330807,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,2,3,0,0
ENST00000620897,0,4,2,0,7,0,0,0,6,0,57,0,0,0,62,0,0,0,0,55
ENST00000452597,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0
ENST00000394722,0,0,2,0,0,0,0,0,7,4,5,9,2,4,6,7,2,7,9,1
ENST00000517985,31,27,14,18,18,12,7,9,7,5,8,11,11,14,15,16,6,7,9,6
ENST00000456273,1,3,1,1,4,0,1,2,2,3,9,14,17,18,20,15,2,10,9,5
ENST00000395948,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0,0
ENST00000308436,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,1,1
ENST00000569353,0,1,1,0,0,0,0,0,0,0,2,3,2,3,8,7,6,2,2,1
ENST00000423834,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
ENST00000612145,0,1,0,0,1,1,0,0,1,0,5,5,3,6,2,3,4,3,8,6
ENST00000620482,0,0,0,0,2,0,0,0,0,0,4,1,2,5,6,5,4,3,6,8
ENST00000571721,0,0,0,0,1,0,0,0,1,0,4,3,2,3,3,2,3,1,1,2
ENST00000604751,0,0,1,1,1,0,0,0,1,0,3,4,2,9,1,1,2,2,3,1
ENST00000401743,0,308,23,675,2,0,22,39,2,6,2,0,0,1,0,4,0,4,1,0
ENST00000487659,1,2,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,2,0
ENST00000395123,4,0,1,1,0,3,4,2,0,4,0,0,0,1,0,0,0,0,0,0
ENST00000576087,0,0,1,0,1,0,0,0,0,1,3,2,2,2,2,1,4,2,4,1
ENST00000538065,0,0,0,0,0,0,0,0,7,0,17,23,25,22,32,22,15,14,14,13
ENST00000556281,0,5,0,7,8,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ENST00000265565,43,59,42,63,51,76,39,43,60,57,68,93,89,80,46,57,32,69,58,99
ENST00000493434,3,1,1,2,0,4,1,0,0,1,0,0,0,0,0,3,1,0,0,0
ENST00000306117,0,0,0,0,1,0,0,1,1,0,1,2,1,0,2,3,3,1,1,2
ENST00000614502,7,7,14,10,9,9,8,16,7,7,2,5,5,6,4,4,2,10,10,19
ENST00000513782,0,2,0,0,1,0,0,0,0,2,1,2,5,3,3,3,3,3,3,2
ENST00000443938,48,36,19,22,10,25,12,18,18,21,5,3,3,6,2,3,5,8,9,8
ENST00000552975,5,1,5,3,1,1,4,3,4,0,0,0,0,0,0,0,0,1,0,0
ENST00000372458,36,0,24,59,55,1,17,99,0,5,14,65,34,0,20,10,20,2,0,4
ENST00000595681,0,0,0,1,2,1,0,0,0,0,1,1,0,1,1,1,3,1,1,2
ENST00000565263,11,0,6,0,0,4,7,0,0,3,0,0,0,0,0,0,0,0,6,0
ENST00000346249,288,287,329,332,320,295,287,348,307,250,47,196,187,216,204,208,36,199,41,45
ENST00000565230,0,0,0,2,0,0,0,0,3,1,0,0,0,0,8,0,7,8,0,7
ENST00000464684,3,5,3,2,1,2,2,2,1,4,5,1,2,0,0,1,0,1,2,3
ENST00000537837,10,27,13,11,38,7,9,13,20,25,15,18,15,12,19,19,21,40,34,96
ENST00000577992,0,0,0,0,0,0,0,0,0,0,3,1,2,1,3,1,0,0,1,0
ENST00000395951,0,0,0,0,1,0,0,0,1,1,25,21,21,22,34,30,20,13,16,27
ENST00000609944,0,0,0,0,0,0,0,0,0,0,1,5,2,7,14,9,5,5,2,3
ENST00000498617,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0,1,0,1,2,1
ENST00000498337,2,2,2,2,2,2,2,2,2,1,3,2,3,1,2,3,2,2,3,3
ENST00000607391,0,0,0,1,0,0,0,0,0,1,11,0,5,0,0,6,4,0,6,3
ENST00000524647,0,1,6,3,2,4,0,1,1,1,1,1,1,4,3,0,4,2,1,1
ENST00000515762,1,0,0,3,0,0,0,1,6,0,7,7,7,26,3,3,26,6,8,17
ENST00000322396,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,2,1,0,0
ENST00000497986,10,4,7,5,8,4,11,2,4,10,4,4,7,2,2,3,1,3,8,1
ENST00000586305,10,34,34,6,44,15,12,36,38,16,15,46,10,37,11,14,58,48,77,76
ENST00000564285,1,0,0,1,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
ENST00000618794,0,0,0,0,0,0,0,0,0,2,4,2,0,6,0,0,0,0,4,0
ENST00000306193,2,3,2,2,2,4,4,3,3,4,6,6,5,8,4,2,4,5,7,4
ENST00000609519,7,5,6,61,4,8,4,6,7,16,17,3,3,2,3,3,10,7,4,9
ENST00000403766,0,9,4,0,11,1,5,6,11,7,21,19,16,20,16,14,19,13,17,18
ENST00000524672,0,0,0,0,1,0,0,0,1,0,6,3,3,5,2,3,4,3,4,3
ENST00000278826,1,0,0,0,1,1,1,2,2,0,1,3,0,2,1,0,1,1,1,0
ENST00000441259,3,0,0,3,0,0,0,3,0,0,0,0,0,2,0,1,2,0,0,0
ENST00000343106,5,5,5,6,16,5,13,5,12,5,31,25,37,23,24,74,53,114,158,16
ENST00000613525,547,1503,1024,1418,1678,659,576,1597,1668,948,1624,1754,1906,1633,1346,1589,988,1296,1592,2418
ENST00000333371,1,3,4,3,4,4,2,1,6,4,6,5,3,6,3,5,6,4,4,6
ENST00000546952,5,7,1,0,0,2,16,12,0,1,5,2,1,0,0,1,0,0,0,1
ENST00000560788,0,2,1,2,2,1,1,0,0,1,1,1,0,3,4,2,4,2,2,0
ENST00000558987,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ENST00000540424,0,2,1,1,6,0,0,1,9,15,14,5,4,3,1,5,3,2,3,4
ENST00000494185,1,14,8,3,28,5,4,9,10,15,102,48,71,68,154,70,42,77,110,200
ENST00000479239,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,0,1,0
ENST00000478691,2,0,2,0,1,3,0,2,4,2,8,7,9,5,5,5,5,3,2,5
ENST00000474064,0,1,0,0,1,1,1,1,2,1,2,1,0,0,1,2,0,1,2,2
ENST00000427233,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,1,0,0
ENST00000496443,0,1,1,1,2,1,2,2,2,1,2,2,3,3,2,4,5,3,2,2
ENST00000465271,5,9,8,5,9,8,10,7,9,13,9,4,4,9,15,3,12,10,9,13
ENST00000227503,17,43,10,46,80,11,10,61,6,12,37,45,64,40,50,52,39,32,42,42
ENST00000446821,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,1,2,2
ENST00000544253,0,0,0,0,0,0,0,0,0,0,0,3,1,3,4,2,0,2,1,1
ENST00000307826,49,76,0,0,73,105,90,59,69,64,1,21,33,3,19,0,7,18,2,25
ENST00000496830,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,0,0,0
ENST00000585076,0,0,0,0,0,0,0,0,0,0,1,2,5,3,4,2,0,2,1,0
ENST00000522458,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,1,0
ENST00000491443,1,0,1,1,1,1,0,1,0,0,1,1,0,2,1,1,0,0,0,1
ENST00000334554,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1
ENST00000616600,46,36,56,37,32,38,43,34,46,27,24,9,24,10,23,23,15,23,9,36
ENST00000497469,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,4,1,2,1,0
ENST00000602564,3,4,5,6,5,3,5,5,7,7,7,11,9,12,11,15,6,16,15,19
ENST00000446110,3,2,2,3,1,2,2,1,2,1,3,1,1,2,1,0,2,0,2,1
ENST00000418794,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,1,0,0
ENST00000514056,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0
ENST00000593587,0,0,0,0,0,0,0,0,0,0,0,16,3,0,2,5,0,0,0,8
ENST00000589340,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,1
ENST00000580103,0,0,0,0,0,0,0,0,0,0,2,0,11,7,7,7,1,3,4,1
ENST00000395833,73,50,0,0,54,0,69,41,0,206,0,0,39,111,0,21,14,36,41,46
ENST00000536737,0,0,0,0,0,0,0,0,0,0,2,4,1,5,1,2,2,1,3,0
ENST00000409919,0,1,1,1,1,0,0,0,1,0,9,10,10,8,17,13,11,3,11,8
ENST00000376090,50,24,47,29,29,43,18,46,52,48,28,23,30,13,24,18,17,14,30,15
ENST00000498660,1,19,12,13,86,5,8,3,9,15,29,20,79,60,15,62,29,90,29,4
ENST00000468234,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,3,1,2,1,1
ENST00000360742,0,0,0,3,0,0,5,0,0,0,0,3,1,3,4,2,3,1,3,0
ENST00000437561,2,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ENST00000327726,641,378,602,399,173,876,386,126,2696,542,166,194,160,1084,80,93,124,158,168,1931
ENST00000610919,9,0,0,0,5,2,0,0,0,1,4,4,5,3,1,4,9,8,1,5
ENST00000513581,0,0,0,0,0,0,0,0,0,0,5,6,4,3,3,4,8,4,16,1
ENST00000529168,0,0,0,0,3,0,0,0,0,4,23,35,72,95,77,56,52,11,44,51
ENST00000482486,3,2,3,4,4,3,7,7,0,0,3,4,4,5,1,1,2,3,0,0
ENST00000392994,5,5,7,3,5,5,6,9,9,4,3,6,6,2,5,9,9,1,4,2
ENST00000518795,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,1,1,0
ENST00000378667,10,7,2,3,4,4,6,6,15,4,2,2,1,0,0,1,0,2,0,0
ENST00000484496,16,20,21,20,21,18,17,24,19,18,14,16,13,10,15,13,7,15,15,21
ENST00000491494,8,6,8,6,3,8,4,5,4,6,6,7,9,9,5,6,2,5,7,3
ENST00000379666,11,2,3,2,7,8,14,4,41,3,4,1,1,9,5,3,2,3,5,0
ENST00000431925,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,1,0
ENST00000608830,0,2,2,0,7,0,3,2,3,4,58,88,69,48,58,47,27,36,43,50
ENST00000466397,0,0,0,0,0,0,1,0,0,0,0,17,0,7,7,7,0,0,0,0
ENST00000490767,0,1,2,1,2,0,1,1,3,2,11,11,13,17,12,14,19,14,9,14
ENST00000200181,0,0,0,1,2,0,1,0,0,0,0,0,1,2,0,0,0,1,0,2
ENST00000453516,0,0,1,0,10,0,0,0,0,3,2,14,16,9,22,24,8,17,9,8
ENST00000617445,3,7,11,9,16,5,6,12,12,23,29,16,24,23,16,22,26,17,14,15
ENST00000579978,31,12,7,26,25,25,8,7,6,21,3,1,1,3,1,4,2,3,11,2
ENST00000415344,5,2,4,8,3,6,4,3,1,1,0,1,2,1,1,1,2,1,0,0
ENST00000589647,2,0,3,3,8,1,3,2,3,6,8,5,0,9,17,10,14,10,8,9
ENST00000613385,3,5,2,4,7,4,2,4,6,4,7,3,5,8,4,9,7,6,0,1
ENST00000521266,0,0,0,0,0,0,0,0,0,0,5,5,3,6,6,4,4,6,3,2
ENST00000504300,2,3,0,0,0,0,4,3,0,0,1,2,0,0,1,1,0,0,2,0
ENST00000339485,0,0,1,0,1,0,0,1,0,0,2,1,1,2,1,1,0,2,2,1
ENST00000445265,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,0,0,0,0,0
ENST00000490258,52,1,4,0,1,62,2,1,0,5,0,1,1,2,0,0,1,1,0,0
ENST00000446488,8,7,7,10,7,7,7,10,8,8,11,3,10,7,0,8,5,8,5,7
ENST00000378892,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,1,1,0
ENST00000372195,16,44,31,19,49,30,8,54,60,30,49,96,117,94,73,81,42,58,61,76
ENST00000495350,0,0,0,0,1,0,0,0,1,0,4,6,5,5,2,4,1,8,4,3
ENST00000557785,0,0,0,1,0,0,0,0,0,0,10,13,12,13,52,12,8,10,9,13
ENST00000597746,9,12,15,10,17,6,8,12,7,3,7,9,11,14,4,12,7,12,7,12
ENST00000314412,184,203,215,225,195,156,205,206,233,135,74,67,30,83,112,79,34,96,76,202
ENST00000590842,0,1,1,1,0,2,2,1,1,1,0,0,0,1,0,0,0,0,1,0
ENST00000355014,0,0,0,0,0,0,0,0,0,0,1,0,30,0,5,2,0,4,4,28
ENST00000609492,0,7,7,7,8,0,2,4,13,4,37,31,44,38,55,68,18,25,14,10
ENST00000549162,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,8,0,3,0,0
ENST00000372146,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
ENST00000446018,1,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
ENST00000422457,0,0,0,0,7,0,17,0,0,0,0,0,6,0,0,0,17,1,0,0
ENST00000504488,0,0,0,0,1,0,0,0,0,0,6,6,3,2,5,3,3,2,3,2
ENST00000532694,0,0,0,0,0,0,0,0,0,0,4,4,1,2,3,2,0,2,4,4
ENST00000280571,73,117,102,119,156,88,107,151,138,93,77,86,83,100,109,111,140,83,93,21
ENST00000530138,0,1,0,0,1,0,0,0,0,0,1,2,3,3,4,3,5,1,2,4
ENST00000427716,0,0,0,0,0,4,0,0,2,0,0,6,11,0,23,31,0,8,0,0
ENST00000393387,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,4,0,0,0,1
ENST00000519085,5,8,5,8,11,12,13,22,8,6,1,2,8,13,11,9,11,16,1,2
ENST00000493886,9,3,16,1,7,25,0,0,27,13,11,10,44,35,10,55,29,36,46,40
ENST00000376759,12,15,24,23,37,38,41,13,27,7,22,36,21,41,35,37,79,27,22,12
ENST00000533554,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0
ENST00000397786,6,8,8,8,12,9,11,9,10,11,32,27,25,27,36,31,35,24,30,15
ENST00000478502,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,1
ENST00000423076,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,1,0
ENST00000469832,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
