"","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant"
"Sntb2",-0.528233743962464,7.68190539041556,-3.74788031722001,0.0026033339703961,0.00725668005685325,-2.43730908391592,FALSE
"Ttc13",0.975662967782495,3.8898267950453,3.40076127398367,0.00499078709624523,0.012303943534657,-2.4406554972142,FALSE
"Ncoa3",0.501943780425966,8.01393497661721,3.75521886829414,0.00256798590721012,0.00718242021664481,-2.44105347561431,FALSE
"Fscn1",-1.39178916598332,2.80049582286893,-3.26016949321247,0.00650712788052562,0.0151902605906638,-2.44235671353326,TRUE
"Ptpn22",0.865157374945557,4.95469000869884,3.55206734941767,0.00375472498993771,0.00973944064378752,-2.44473310502652,FALSE
"Cdk2",1.10090017100454,3.36668055360288,3.31559017586656,0.00586051782787379,0.0139785756180651,-2.4508038136599,TRUE
"Bsdc1",-0.566356007607301,6.34482775906207,-3.68861434973376,0.00290766708771661,0.00794173325426181,-2.45292289869495,FALSE
"Apobr",-0.505309386576989,8.25307448798347,-3.75565621661962,0.00256589486585586,0.00717983872922241,-2.45403067103798,FALSE
"Zfp346",1.38889634769812,2.66033286655589,3.21205153939129,0.00712656627862289,0.0163266123221601,-2.45659431193743,TRUE
"Dennd4c",0.829838338294683,4.29859533873809,3.45918123074888,0.00447085328608038,0.0112332997137698,-2.45897565678938,FALSE
"Blvra",1.28519223819954,2.97357960869563,3.25126678277771,0.00661750430702451,0.0153917086464683,-2.4594756703229,TRUE
"ENSMUSG00000101191",-0.71098195800529,5.28695680929908,-3.59824435359472,0.00344325936722497,0.00908511706391813,-2.46020903621076,FALSE
"Plekha1",0.772145734920378,4.64079264932906,3.50770726184284,0.0040809255683106,0.0104238200978559,-2.46118308509992,FALSE
"ENSMUSG00000142514",-1.12638294475526,3.07127267790656,-3.2915370853652,0.0061327957421991,0.0145456169396955,-2.46162368512822,TRUE
"Laptm5",-0.44247959785174,10.7730404336235,-3.80658913194307,0.00233390941037637,0.00665168339259386,-2.46232403569314,FALSE
"Ebp",0.983122753553884,3.77436550079359,3.3711851203938,0.00527694420759149,0.0128745207870485,-2.46494090403162,FALSE
"Hipk1",0.755212611362206,7.68077382497605,3.73127173861399,0.00268518228114353,0.00744075450264919,-2.46896988321423,FALSE
"Grpel2",1.34893948310763,3.01770657044939,3.25024225572454,0.00663032679780485,0.0154059292426485,-2.46927335487424,TRUE
"Uck1",0.886263424959068,4.12281419828784,3.42436262139507,0.0047737379204749,0.0118565362818377,-2.4710018735054,FALSE
"Ythdf1",0.636019355210362,5.71460168021321,3.62183700898192,0.00329440974059835,0.00877047518295733,-2.47274835496346,FALSE
"Sh3bgrl",0.653245197809443,5.31368821808657,3.5811105792937,0.00355563735761996,0.0093232051330579,-2.47413014778803,FALSE
"Ndufs7",1.29610473550299,3.09736848440137,3.25828238112349,0.00653036857741288,0.0152267410723705,-2.47506139080832,TRUE
"Grk3",1.11294929723801,4.09423460923849,3.4040873239856,0.00495960457995028,0.012238382677237,-2.48166394941505,TRUE
"Mcm6",1.14981394319934,3.1940771012311,3.27298172941529,0.00635152612170484,0.0149184406851552,-2.4816919764885,TRUE
"Rfx3",-0.947038293028376,3.64697634604368,-3.37212713045319,0.00526757903648238,0.0128621219466241,-2.48230877027402,FALSE
"Psmb6",0.68336078808444,5.13356334311997,3.55676416460744,0.00372177632394666,0.00967323281077754,-2.48280657521574,FALSE
"Fundc2",1.26925099868992,3.17802274388868,3.26395614588186,0.00646074433675105,0.0151180479979167,-2.48550739657971,TRUE
"Cav2",1.07220644555695,3.4364557734247,3.30689205409952,0.00595754313000499,0.0141888493718487,-2.48655014245262,TRUE
"Recql",1.57045882811183,2.40398155606769,3.16089524201731,0.00785027017767177,0.0176857677897421,-2.48727978663204,TRUE
"Tacc2",1.41498373323638,2.58925191565538,3.18576728943057,0.00748962730228428,0.0170315572536311,-2.48772635611444,TRUE
"Ccar1",0.581351962407322,6.20062228818579,3.6520105689245,0.00311354810066664,0.00838948629347696,-2.48913433398114,FALSE
"Cbx1",1.04966795039064,3.56881808976245,3.32387185615249,0.00576961965327157,0.0137987913979589,-2.4904148034325,TRUE
"Smc4",0.644741700219206,5.41725015133568,3.58257734173784,0.00354587261744585,0.00930712954479447,-2.49187934026446,FALSE
"Ezh1",-0.673923437202132,5.11506092345792,-3.56224442360385,0.00368370319729646,0.00959297707629287,-2.49530365327871,FALSE
"Agfg2",1.57620099679392,2.369753742264,3.15286233468687,0.00797042935555996,0.0178859564781149,-2.49556716288481,TRUE
"2010310C07Rik",-1.28211541670379,2.80926490684876,-3.23290004020037,0.00685120707201953,0.0158135189198373,-2.49660552164844,TRUE
"Ssh1",0.62587299211783,5.41509224968673,3.57982774428878,0.0035642000639515,0.00933953505129773,-2.49751143504765,FALSE
"Kat6a",0.549375714134454,6.99270832689887,3.6914297802302,0.00289241867597773,0.00792322042795646,-2.49796061553086,FALSE
"ENSMUSG00000102055",1.37086211183784,3.2416219918568,3.26163748779344,0.00648910642270337,0.0151658928955965,-2.49849906263979,TRUE
"Smad3",-0.601186481689021,7.76306260094195,-3.71779183708293,0.00275354326151683,0.00760122363427695,-2.49852551334344,FALSE
"Peli2",0.741580983677101,5.03033483458032,3.53548248778108,0.00387346094029979,0.00998314675334998,-2.4987011762175,FALSE
"Usp25",-0.530528871408056,6.97440697357082,-3.69594559471576,0.0028681312522381,0.00786597532324471,-2.49902267918203,FALSE
"Pip4k2a",-0.537891258074066,6.82182502584606,-3.68981723337674,0.00290114223622807,0.00793474799652121,-2.49939509678257,FALSE
"Mfn1",0.818011163571789,4.44015118900178,3.45802143925504,0.00448062164598229,0.0112543086869257,-2.50010474124662,FALSE
"Rpl10a",0.724277177228887,4.82867383042689,3.51062249985424,0.00405863031577885,0.0103900936083939,-2.50186408589011,FALSE
"Mia3",-0.540384041749244,7.32984045705563,-3.70390128519305,0.00282584852849427,0.00775533043840623,-2.50325121553247,FALSE
"Nrbp1",-0.529989066665795,6.8466815673906,-3.68709404256104,0.00291593519127332,0.00796159779187255,-2.50651807905556,FALSE
"Srsf10",0.646692815331464,5.6696175773967,3.59946129530034,0.00343541649738229,0.00906741404785825,-2.50660907097136,FALSE
"Zcchc4",1.22626036041924,3.0243857177004,3.23319249429217,0.00684742151971109,0.0158106243658264,-2.50799437001026,TRUE
"Anapc4",0.910437675615189,4.00928540202725,3.38371555643436,0.00515373610701253,0.0126376237979909,-2.51161546583897,FALSE
"Fam117b",-0.745301897964924,4.86882611255196,-3.52550770377828,0.00394670442075019,0.0101490309758925,-2.51193782513331,FALSE
"Foxk2",1.10755158902956,4.38071226477004,3.4292508646897,0.00472999183936273,0.0117795380144151,-2.51450728776487,TRUE
"Sfxn2",0.907369962676886,3.87783047026227,3.36162120686803,0.00537298385591694,0.0130729534207225,-2.51634342342369,FALSE
"Snu13",0.763064640341906,4.50781888258151,3.45933688138517,0.00446954396085608,0.0112332997137698,-2.51879575967571,FALSE
"ENSMUSG00000080783",-1.06554578499248,3.28849099689245,-3.2923716215159,0.00612313860741489,0.0145270192346735,-2.52202582750755,TRUE
"ENSMUSG00000129055",-1.29772242803768,3.2599096078012,-3.28377271470921,0.00622338311313952,0.0147168385767414,-2.52280249234214,TRUE
"Cdan1",1.18903926373686,3.28097525126914,3.25957327267944,0.00651446161108847,0.0152029442499147,-2.52605554470939,TRUE
"Phc2",0.619962368141499,5.68446517842056,3.58967889541325,0.00349897972780639,0.00920481348978992,-2.52853236053063,FALSE
"Copb1",-0.519657438267585,6.71225205285731,-3.66850137295243,0.00301901344114599,0.00819270947393755,-2.53025065590652,FALSE
"Pctp",-1.45737116358562,2.37109963344632,-3.15524550055342,0.00793458992555732,0.0178305391585558,-2.53114693199613,TRUE
"Drosha",1.28798135892074,2.91342994602893,3.2040642865723,0.00723498270544644,0.016532379789652,-2.53180482910794,TRUE
"Coro1c",-0.535559413767569,7.26601208491035,-3.68525770517811,0.00292595401875353,0.00797806140082761,-2.53541584590166,FALSE
"Nsfl1c",0.867894486599183,4.0527570309653,3.37852843476779,0.00520438277626308,0.0127480288457148,-2.53697500210528,FALSE
"Zfp710",0.66324085172179,5.27236266065655,3.54294688487813,0.00381955578642356,0.00987922608838943,-2.53761359299601,FALSE
"Nolc1",0.765804501957901,4.51129674394299,3.44996752372618,0.00454905539274156,0.0113904360381635,-2.53763547246501,FALSE
"Rbbp4",0.572605666617829,6.06590233568954,3.61674726624993,0.00332595730127072,0.00884857280018816,-2.5380049218575,FALSE
"ENSMUSG00000135460",-1.22446227577464,2.87442845830608,-3.21982778372649,0.00702258278056732,0.0161392307510884,-2.53874380290645,TRUE
"ENSMUSG00000097414",-1.04586619267016,3.59729966028544,-3.3310954051347,0.00569149776062272,0.0136568632528439,-2.54125821076053,TRUE
"Nfe2l1",0.703751602411458,6.57889068461306,3.64347355443305,0.00316366776596287,0.00848523597020318,-2.54609830957152,FALSE
"Rogdi",-0.761106408715897,4.66634186770869,-3.4821587473698,0.00428171538895709,0.0108500865098691,-2.54815574262356,FALSE
"Ubxn4",-0.493085412487818,7.50397986906914,-3.680916715165,0.00294977787019318,0.00802933751668781,-2.55521671352738,FALSE
"Drg2",1.32094829982453,3.26556870647731,3.23586014010652,0.00681298824878336,0.0157434737118044,-2.55587080325943,TRUE
"Kri1",1.06217841127822,3.5421365266191,3.28287706800476,0.00623391906045551,0.0147215357016091,-2.55740952701167,TRUE
"Rgl2",0.566531949793675,6.68320622961564,3.64425850887347,0.00315902525631624,0.00848128159897752,-2.55917996568105,FALSE
"Ext2",1.13672399753247,3.14967570379265,3.22505529600416,0.00695353942654661,0.016015353466608,-2.55989822899103,TRUE
"Slain2",-0.577240455576591,6.08931034167812,-3.61384244632121,0.00334409992821003,0.0088820715224702,-2.56064324304644,FALSE
"Ppwd1",1.01904118315729,3.54164490581137,3.28263315102946,0.00623679149280567,0.0147215357016091,-2.56151127058426,TRUE
"Hbs1l",0.707684645015151,4.83845662708626,3.47894241344145,0.00430769390976659,0.010898656318195,-2.56462489800245,FALSE
"ENSMUSG00000082154",-1.24492280553097,2.71008594425868,-3.18277159260756,0.0075321684709729,0.0171137028593534,-2.56484161046701,TRUE
"Jph3",-1.24217563462425,3.21627596707853,-3.25457973402413,0.00657621160126314,0.0153157766550524,-2.56527831472725,TRUE
"Tfeb",-0.64582516423746,5.40340996373119,-3.55344150274032,0.00374505457383987,0.00972110207356228,-2.56652890013917,FALSE
"Pstpip1",-0.526187977424221,7.38174671016348,-3.67095428463094,0.00300520425066415,0.00816077189589722,-2.56818186064717,FALSE
"Insr",-0.68497124600202,5.51618952770445,-3.56266573102101,0.00368079268809968,0.00958851888791842,-2.56834720437948,FALSE
"Il2rg",-0.540662664702233,7.43691072431658,-3.67171064063635,0.00300095919685248,0.00815201140061795,-2.56940337918986,FALSE
"Tmem161a",1.34254308282891,2.85838742307316,3.17383591510319,0.00766050813909274,0.017336369197381,-2.56959068691435,TRUE
"Sbf1",0.526142062687428,6.90210211637876,3.64942988154089,0.00312861299362386,0.00842156929643031,-2.57040189624968,FALSE
"Cdk7",1.343240381325,2.80523533066312,3.16565664576188,0.00777990668923011,0.0175519609458096,-2.57312847492012,TRUE
"Hdac7",1.04716695773719,3.99164720939834,3.34265127186792,0.00556873661348724,0.0134236348665464,-2.57472980083763,TRUE
"Szt2",0.599127778286845,5.71413582661508,3.56836332621866,0.00364166105930163,0.00949895287721326,-2.57473401819799,FALSE
"Ddhd2",0.962225332990647,3.89390543136095,3.32919241944205,0.00571197415661432,0.0136977797520727,-2.57677888725901,FALSE
"Dbnl",-0.52968593757319,6.36829885881345,-3.62299112083491,0.00328729876063213,0.00875445741846107,-2.58008316025427,FALSE
"Naca",0.754866389916181,4.76566662352325,3.46008387240586,0.00446326571861931,0.0112224645901915,-2.58049403916637,FALSE
"Ciao2a",1.06619567841908,3.47288677867174,3.26018626230368,0.00650692173480738,0.0151902605906638,-2.58124717439904,TRUE
"Atp5mc3",0.897785746477462,3.97858055479102,3.33896876954013,0.00560756381199507,0.0135000031585798,-2.58845676065137,FALSE
"Las1l",0.808333529881532,4.32076560556965,3.39316691617363,0.00506273177268347,0.0124544447052484,-2.5902384080321,FALSE
"Birc2",-0.625264628199385,5.33540537902471,-3.53429503338279,0.00388210732112817,0.00999898859273194,-2.59070259315479,FALSE
"Klhl12",0.819630707653556,4.18477299525997,3.37201965217131,0.00526864670238591,0.0128621219466241,-2.59078486143401,FALSE
"Hprt1",0.900947414345144,4.54883674468397,3.41849622943621,0.00482677904894906,0.0119696938597621,-2.59590476220926,FALSE
"Stxbp2",-0.515331530759987,7.28306828802587,-3.65357848815136,0.00310443144096643,0.00837425658369394,-2.59628767385368,FALSE
"Trappc12",1.07868783599633,3.67602972228218,3.28103609458531,0.0062556318467927,0.0147495003755796,-2.59636601726067,TRUE
"Oxr1",0.671060055581181,5.18125561528031,3.50020265085789,0.00413889348706726,0.010544951559407,-2.59949468032305,FALSE
"Gadd45b",-0.499496577055149,8.20417076121295,-3.67642766286407,0.00297462259513618,0.00808870862035671,-2.60144242750337,FALSE
"ENSMUSG00000113165",-1.02821690289708,3.53087353773459,-3.28564182149113,0.0062014536263381,0.014679099588725,-2.60686357327864,TRUE
"Fcrlb",2.22261875902398,2.1490472217999,3.04880644265495,0.00970399716541868,0.0211416060248773,-2.61082111610695,TRUE
"Pkd1",0.654625348271477,5.20566136615553,3.4969135362377,0.00416456245525895,0.0105870518749154,-2.61139554103393,FALSE
"Selenop",-0.599215809656904,5.95245574722159,-3.57367455297086,0.00360556424260418,0.00942631174537041,-2.61652544568895,FALSE
"Nlrp1b",0.853749557763313,4.43027286186628,3.39291598615336,0.00506512677007561,0.0124565060438379,-2.61711314189998,FALSE
"Timm23",1.11163986598187,3.49611410297852,3.24185390265129,0.00673625635704308,0.0156022150713216,-2.61994598391936,TRUE
"Usp48",0.608076917191329,5.6875858984459,3.54092533190434,0.00383407896548658,0.00991231940987385,-2.62173482388137,FALSE
"Phf8",-0.536201628228307,6.4812700079565,-3.60774335493707,0.00338252179183268,0.00896032262737133,-2.62184591518545,FALSE
"Tex10",0.687551434554082,4.98311201257345,3.46308810083448,0.00443810622020555,0.0111655832067634,-2.62717623164475,FALSE
"Thoc5",1.16469003886594,3.1431230557857,3.18256293206534,0.00753514062996574,0.0171155948437609,-2.63378651953775,TRUE
"Prg4",1.15472418641353,3.10230020735205,3.17682473369943,0.00761733844374012,0.0172723996156041,-2.6349216390654,TRUE
"Gpd2",0.532293305742417,6.9477875128997,3.61229331743501,0.0033538165079808,0.0088990156098993,-2.64446872959185,FALSE
"ENSMUSG00000097139",-0.920165532500849,3.62831127219879,-3.28241804417918,0.0062393257560982,0.0147215357016091,-2.64465984026693,FALSE
"Snrpa",1.15051984640756,3.1028072876091,3.17167499697945,0.00769187270911327,0.0174024269436952,-2.64489964133681,TRUE
"Fbxo28",-0.561411803337407,6.32391302960931,-3.58548971634311,0.00352656476543851,0.00926519478604535,-2.64555671522398,FALSE
"Ctsc",0.547662023589465,7.08363229416338,3.61703958806867,0.00332413710992383,0.00884667228189974,-2.64620805434808,FALSE
"Eef1a1",0.42548330588437,10.7807911207847,3.7087218066006,0.00280053879400643,0.00769907572235446,-2.64799502103768,FALSE
"Snw1",0.819827513016976,4.57762482823001,3.39788908791274,0.00501787413416759,0.0123592958969645,-2.64931742012647,FALSE
"Heatr5a",0.860159213615311,4.24163134272654,3.34687534001699,0.00552453351748108,0.0133402560035764,-2.64935349365135,FALSE
"Nmt2",0.953411961016141,3.91809672416698,3.29363901380628,0.00610850183341991,0.0145051987733331,-2.64995388328005,FALSE
"Acadl",0.845344492346331,4.34878545782143,3.36380547206981,0.00535089520594105,0.0130271337941352,-2.65071537880943,FALSE
"Ep400",0.530823433341465,7.38682697791861,3.62474696192369,0.00327651025413377,0.00873736067769006,-2.65376202672063,FALSE
"Map6",-1.56671761916358,2.38053075294477,-3.0858753216935,0.00904696086478983,0.0198943614398897,-2.65402141980635,TRUE
"Eed",0.772365527782426,4.53387190273284,3.3891830897096,0.0051008909968276,0.0125290537226346,-2.65668811881371,FALSE
"Rce1",1.35883608532748,2.63250776239792,3.0962778684664,0.00887070149824899,0.0195875274595617,-2.65953675550801,TRUE
"ENSMUSG00000131902",-1.27648427708147,2.91957631253124,-3.1592701406892,0.00787443156480182,0.0177283096940044,-2.65988647177468,TRUE
"Pcnx3",0.594413282585098,5.91502073483511,3.53951180366876,0.0038442673296155,0.00992502549887128,-2.66149497129336,FALSE
"Tmem181a",1.08974700967306,3.58483384282155,3.22970860180636,0.00689265441617296,0.0158862677411074,-2.66441698482647,TRUE
"Prrc1",0.911602213944074,3.80585570082561,3.27100765735054,0.00637525429422458,0.0149653856671938,-2.6648915522593,FALSE
"Mysm1",0.558977489493568,5.91998941645646,3.53772003005342,0.00385722155672591,0.00995099427055534,-2.66663941274446,FALSE
"Ppp5c",1.18867590894941,3.19471721487593,3.17071243515327,0.00770588523132603,0.0174193506218164,-2.66718560902008,TRUE
"Dync1li2",0.697098684853685,4.8831359372292,3.42967837057067,0.00472618534687125,0.0117786550700841,-2.66778382848196,FALSE
"Ptpn9",0.861981418511144,4.16194798769689,3.32483040545511,0.00575919108261757,0.0137862144407362,-2.66798847105335,FALSE
"Supt5",0.499140896270044,7.00756375615293,3.60140795607236,0.00342290858458904,0.00904932871008338,-2.67062255256071,FALSE
"Ppp1r12c",-0.512848256858624,6.54145318993959,-3.58445600687955,0.0035334055554998,0.0092801196467493,-2.67254720290727,FALSE
"Fbxl17",1.42758326929044,2.62262847737068,3.08569352024764,0.00905007222143347,0.0198957344796559,-2.67410717167504,TRUE
"Ndst2",0.798376231836838,4.44657773698948,3.36470217222122,0.00534185380862339,0.0130170059302428,-2.67915827765135,FALSE
"Ctdnep1",0.721409790735911,4.66104020612052,3.39554432607131,0.00504009739663809,0.0124063935917245,-2.67945991495864,FALSE
"Bicral",0.697928875088906,5.26610089072705,3.46564070672693,0.00441684196016179,0.0111255464991481,-2.68081916528527,FALSE
"Cog1",0.733025034299798,4.6614740722456,3.39428931874136,0.00505203303613587,0.0124319484125152,-2.68120297058389,FALSE
"Ripk1",-0.566780090229569,6.20289138522354,-3.558296147306,0.00371109301778419,0.00965173736744913,-2.68153298227353,FALSE
"Gtf2e1",1.54608211368226,2.47183438625465,3.05864418023438,0.00952511631137729,0.0208079819223031,-2.68224625922305,TRUE
"Usp12",0.609007115474247,5.40410296929693,3.48103541125039,0.00429077052844333,0.0108637581631475,-2.68276722067341,FALSE
"Cc2d1a",1.06698007257977,3.59863187326049,3.2223241778484,0.00698952561578174,0.0160883056749475,-2.68609336986035,TRUE
"Capns2",-0.97665680242653,3.54444616915428,-3.24435644865783,0.00670447673823475,0.0155421077675682,-2.68872335590856,FALSE
"Kmt2b",0.553834299194065,6.78181845663671,3.5801931166747,0.00356175912990071,0.00933619693289831,-2.69036336764079,FALSE
"Slx4",0.684850742374335,4.79818343808223,3.40599548089084,0.00494180423651371,0.0122095225114607,-2.69407056434884,FALSE
"Emc3",0.720506333514759,5.06045046126327,3.43411811207242,0.00468683707343275,0.0116915174890745,-2.69759865544437,FALSE
"ENSMUSG00000134181",-1.57152541715647,2.22526105462636,-3.04298076119482,0.00981150317051211,0.0213235602727783,-2.69790100106291,TRUE
"Isyna1",0.551732430983837,6.41067243244861,3.5549484934895,0.00373447844791846,0.00969756844201746,-2.69957674835793,FALSE
"ENSMUSG00000090031",-0.775065883462124,4.34758868273155,-3.36105121946959,0.00537876306960767,0.0130830357424328,-2.69960038944183,FALSE
"Rbl1",1.31834842983705,2.63642471561624,3.07391156741685,0.00925400665951714,0.0202938742533271,-2.70200112287716,TRUE
"Zfp148",0.771206520202644,5.31186203885198,3.45719285211443,0.00448761368263812,0.0112683331641886,-2.70283778797958,FALSE
"Plbd1",-0.455640936268794,9.09977232868338,-3.64520672148923,0.00315342644020762,0.00847125974535292,-2.70418266884843,FALSE
"Nup133",1.534676212739,2.42571424241736,3.04031911681032,0.00986101543064944,0.0214137142902268,-2.70773257641652,TRUE
"Tmem168",0.815785918626851,4.91728444250609,3.40925558737384,0.00491154163991396,0.0121497628692986,-2.70849414125967,FALSE
"Nipa2",1.22270556539045,4.04392112862702,3.27003335126041,0.00638699825868634,0.0149797672440606,-2.70891314139417,TRUE
"Atp5f1b",0.561249027681973,6.88984340077472,3.57371147912964,0.00360531455894899,0.00942631174537041,-2.71205993209187,FALSE
"Clec12a",-0.670180455317699,5.32297103661693,-3.46712103942702,0.00440455754257234,0.0111047541847873,-2.71504662271138,FALSE
"Ube2e3",0.793066925817828,4.27533229936683,3.31981531914974,0.00581396429796676,0.0138923878087617,-2.71541558961077,FALSE
"Slc41a1",0.942717569113679,4.07686772459483,3.28252618714555,0.00623805154913307,0.0147215357016091,-2.71582359103414,FALSE
