"","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant"
"Limd1",1.41870666735216,4.95647605924182,6.84058457917952,1.46202126587925e-05,0.000118502230263769,3.25727893323655,TRUE
"Itgae",2.35561419939983,4.51697487434016,6.74895519642407,1.6732708315102e-05,0.000132405209219403,3.25652579264752,TRUE
"ENSMUSG00000130117",-1.2100406232766,5.45583800717569,-6.91518638799756,1.31095338310502e-05,0.000108330254236505,3.24734674172085,TRUE
"Stk26",-1.47570186542594,4.48339254503876,-6.80466244810563,1.54125558171949e-05,0.000123423870407967,3.24363356958566,TRUE
"Ldlrap1",-1.06300133209703,6.9478858018466,-7.01409628858018,1.13572450991382e-05,9.65546873465526e-05,3.23267426528403,TRUE
"Akt2",-0.981573647105309,7.42849829881781,-7.02204381790169,1.12276762447764e-05,9.5860629624558e-05,3.21845585802717,FALSE
"Sipa1l1",-1.05466791575897,6.48588138163047,-6.97539522806814,1.20112820741288e-05,0.000101468063984192,3.21054031136084,TRUE
"Prpf8",1.09787023088801,8.80740769490323,7.04813707245929,1.08132004163198e-05,9.28171709555348e-05,3.19922536728445,TRUE
"U2surp",1.1258369910552,6.20381313509515,6.93031337311524,1.28239349983854e-05,0.000106636528490512,3.1957281051046,TRUE
"ENSMUSG00000117964",-1.30964738340104,6.13042987354695,-6.9296472136034,1.28363721170454e-05,0.000106636528490512,3.18309971243567,TRUE
"ENSMUSG00000110834",-1.44295441673817,4.62831676093474,-6.76851394949089,1.62560366008434e-05,0.000129144282826959,3.16312042242975,TRUE
"Emc1",1.76378564031374,4.31132359024313,6.68006882634155,1.8533128246547e-05,0.000143112959432796,3.14927244746763,TRUE
"Card19",-0.908143554359929,8.00474227733684,-6.98014313391206,1.19289346960571e-05,0.000100878940347206,3.12847231652767,FALSE
"Scrg1",-4.78249464559076,0.973740599192322,-6.9448822242704,1.25551111174931e-05,0.000105115291112698,3.12740654360416,TRUE
"Gfm2",1.6132752746402,4.73649209209183,6.71891709096949,1.74938613952334e-05,0.000136537454792065,3.12539946718456,TRUE
"Tnpo3",1.23583042989509,5.57525389917579,6.82199011989327,1.50248144627247e-05,0.000121290126843388,3.11990992407329,TRUE
"Fam76a",-0.961881071233911,7.13590001998652,-6.94454435272019,1.25612772879674e-05,0.000105115291112698,3.11517310127892,FALSE
"Nsun2",1.60340935405045,4.67345591320372,6.70387301103188,1.78887937582349e-05,0.000138942087442601,3.11216910316336,TRUE
"N4bp2l1",-1.35570644553788,6.85906961140072,-6.92749387624137,1.28766623346755e-05,0.000106860268337556,3.11192888043417,TRUE
"Tcirg1",0.909957145003446,8.46474189286458,6.98082144112666,1.1917219203141e-05,0.000100878940347206,3.1109190950942,FALSE
"Slc25a20",-1.09923882297292,5.97666850535431,-6.86971712050467,1.40093851007962e-05,0.000114479142805281,3.10685835683789,TRUE
"Rnf125",-2.78617689657714,4.76025006811872,-6.69993976492585,1.79935995210401e-05,0.000139485267604962,3.10605159562632,TRUE
"ENSMUSG00000117814",-2.01004627898004,4.68945717170291,-6.71282459739384,1.76526740748171e-05,0.000137508658810649,3.09181587662613,TRUE
"Xpo4",2.16974403112857,4.07341152085003,6.60453330435023,2.07458395206951e-05,0.000155837292174235,3.08952755887745,TRUE
"Ppp2r5a",-1.01537220141667,7.79375942629546,-6.94734979582248,1.25101751467801e-05,0.00010504465617149,3.08862186317099,TRUE
"Col11a2",-1.37126722016929,4.69478053647095,-6.72705909914539,1.72839855067086e-05,0.000135427898191645,3.08692078026784,TRUE
"Dync1h1",1.07987418125603,7.68581301540557,6.94168430620049,1.26136022329359e-05,0.000105324527029814,3.08663140174836,TRUE
"Mast2",1.36063128146787,4.981196885672,6.73120227243899,1.71782138526538e-05,0.000134863307969804,3.08461339073718,TRUE
"Dhx9",1.14057745525234,6.09437440062514,6.8434117545777,1.45597149540658e-05,0.000118131561493434,3.07664303761012,TRUE
"Resf1",0.863241649357886,11.023742593753,7.02027307498996,1.12564081947778e-05,9.59012412760619e-05,3.07375200640164,FALSE
"ENSMUSG00000141856",-1.13701856606843,8.14554854828119,-6.94770203206481,1.25037746506289e-05,0.00010504465617149,3.07270605141816,TRUE
"Map4k2",-0.953487279651423,8.19110562382709,-6.94716993932261,1.25134446664288e-05,0.00010504465617149,3.06942397826404,FALSE
"Fis1",-1.32514961102607,4.8717286905736,-6.73549267516692,1.70694066890427e-05,0.000134140720542575,3.06878436003954,TRUE
"Snai1",-2.73198577239952,3.83003967018768,-6.58286798176709,2.14309543348877e-05,0.000159783212862941,3.06619714509903,TRUE
"Prok2",-3.05658911344465,2.81195504400309,-6.56851842876354,2.18978949220024e-05,0.000162372602419336,3.05787952987949,TRUE
"Dazap2",-0.853736602811487,9.32568151462387,-6.96511274176442,1.21916969954481e-05,0.000102775106389446,3.04874424606523,FALSE
"Gm2a",-0.879212004937089,8.40338319255656,-6.94003678561987,1.26438488439603e-05,0.000105365407033003,3.04827342356302,FALSE
"Hsd17b12",1.44294605283639,4.76073069836328,6.67211611318365,1.87538400358973e-05,0.000144538266172619,3.03812434672197,TRUE
"ENSMUSG00000104068",1.36879104241303,5.24226711333638,6.72469343435443,1.73446884607796e-05,0.000135770555465985,3.03076868301532,TRUE
"ENSMUSG00000102715",1.45316073455336,4.7232860887344,6.66078885900432,1.90730290857574e-05,0.000146293607560939,3.02858967128615,TRUE
"Adora3",-2.99332020780474,2.92168631495817,-6.53501552256483,2.30305692871165e-05,0.000168722119319535,3.02087269757099,TRUE
"Rangap1",1.48328070590295,4.6679655930976,6.64223843925003,1.96082602269866e-05,0.000149254121613599,3.01232525319111,TRUE
"Rassf2",-1.00730739466787,6.76085590240629,-6.85768202715247,1.42583785230657e-05,0.000116039703137869,3.00747304569493,TRUE
"Eif1",-0.880876595543897,8.53403234710117,-6.91456013968082,1.31215020443966e-05,0.000108330254236505,3.00339924471681,FALSE
"Trim11",-1.30131175434402,5.34955848503441,-6.74224198576947,1.68997168472839e-05,0.000133199738697804,3.002392896107,TRUE
"Xpo6",-0.955546688032174,7.73855319464891,-6.88258087901388,1.37483416520906e-05,0.000112691325017136,2.99249951013157,FALSE
"Mtdh",1.43466721697149,6.63301706334619,6.81687145358058,1.51382662022709e-05,0.000121592499616634,2.98947961643883,TRUE
"Traf4",-1.38170230097363,4.75561587906348,-6.66819300870532,1.88637428309386e-05,0.000145105714084143,2.98694044428633,TRUE
"ENSMUSG00000130922",-1.58646800193532,4.41886473112159,-6.62525762903757,2.01121719966989e-05,0.000152072859469106,2.98693910136173,TRUE
"Tnfsf14",-1.13252064718234,6.41386482922178,-6.81989729971149,1.50710909946674e-05,0.00012141865856731,2.98219957427838,TRUE
"Zranb2",1.21308593574822,5.43145369237906,6.71729867783468,1.75359001502404e-05,0.000136732164914155,2.98121164966425,TRUE
"Dhx38",-0.923890488016779,7.38253837767977,-6.86318799585292,1.41438879901236e-05,0.000115225156742351,2.97901919901039,FALSE
"Prss16",-3.02211100105914,2.62612102192945,-6.52296938521915,2.34528604350711e-05,0.00017103271055658,2.97684598854608,TRUE
"Krt86",-3.1574700368346,2.50189275566885,-6.53311505093028,2.30966537291403e-05,0.000169051445409993,2.96787195215533,TRUE
"Agps",1.17691371330629,5.73485919153144,6.73785192646977,1.70098863429237e-05,0.000133804415676882,2.96513113255948,TRUE
"Tor1b",1.5949390961237,4.82778754013287,6.62621228565308,2.00834811576023e-05,0.000152003641684786,2.96497114329689,TRUE
"Lysmd3",-1.02876982553342,6.74780652633712,-6.8289978841037,1.48709529087773e-05,0.000120290822315691,2.96481991386554,TRUE
"D8Ertd738e",-1.09554164824799,6.03903378808236,-6.78069580606223,1.59664450944613e-05,0.000127476607540609,2.9633523546482,TRUE
"ENSMUSG00000125200",-4.9116991351988,2.11095626484747,-6.74152545986307,1.69176464190966e-05,0.000133209814323595,2.95596402877397,TRUE
"Fnbp1l",1.47437587364189,5.10784130134508,6.65474519331445,1.92456842311026e-05,0.000147194525668089,2.95237214794341,TRUE
"Cdk11b",-1.04103670333664,8.11529699367968,-6.86644279286268,1.40766672331199e-05,0.000114794432074372,2.94996945792583,TRUE
"Numb",-0.959299872601441,6.70014759251548,-6.80880293334215,1.5318948772763e-05,0.000122797184551206,2.93665067582831,FALSE
"ENSMUSG00000087624",-1.23135035054475,5.84578406661842,-6.74564288095395,1.68148909128628e-05,0.00013292403883686,2.9353325038626,TRUE
"1600010M07Rik",-1.92964935261624,4.14040312763706,-6.54043628807205,2.28431730109021e-05,0.00016781027005254,2.923931907981,TRUE
"Osgin1",-0.950797440519959,9.58610084718899,-6.88856786668539,1.36286130683087e-05,0.000112054372606855,2.92291481754591,FALSE
"Lars2",-1.68380216911621,8.86416791661605,-6.86872970725133,1.40296388309859e-05,0.000114527663926415,2.92192345600376,TRUE
"Iws1",1.03177436035936,6.33720835463869,6.75950940124167,1.64736747187497e-05,0.000130629684756,2.9176385105867,TRUE
"Il1rl2",1.73456139069608,4.59088755546213,6.55856332589034,2.22281641245057e-05,0.000164500752077748,2.91681428981069,TRUE
"Anks1",-1.01713944879518,6.55313490383675,-6.7829503412101,1.59134521976937e-05,0.000127180437144405,2.91020172682793,TRUE
"Immt",1.55956414624306,4.75827839916757,6.58224839939645,2.14508963268498e-05,0.000159783212862941,2.90900418869406,TRUE
"Cd274",-1.04908395551922,8.69662406466825,-6.85250899727102,1.43668422939042e-05,0.000116685013554552,2.90159561215451,TRUE
"Siglece",-1.33884151646799,7.63258727697127,-6.81851667487993,1.51017022010519e-05,0.00012154287485756,2.8989159254914,TRUE
"Il13ra1",-1.18819030553755,7.65512333755917,-6.81572125245215,1.51638844722266e-05,0.000121676104090083,2.89361388852295,TRUE
"Supt16",1.28994478046907,5.45923910961109,6.65552639757479,1.92232738912589e-05,0.000147194525668089,2.88574293778448,TRUE
"Mtrex",1.59040292631563,4.41082890420505,6.51912449811141,2.35893680573793e-05,0.000171871534115696,2.87768654767995,TRUE
"Cand1",1.25381866663064,5.46114957222146,6.64958232098095,1.93944891833476e-05,0.000148190939318798,2.87409175651354,TRUE
"Coq10b",-1.21136487294336,6.67768475359283,-6.7594274749331,1.64756689898505e-05,0.000130629684756,2.86609207631002,TRUE
"Bicd2",1.24796343138577,5.30372920721033,6.62413513263247,2.01459625998607e-05,0.000152072859469106,2.8601154986149,TRUE
"Eif2b5",1.80502776980283,4.07533892159721,6.46215467483986,2.57136775752197e-05,0.000184162417727626,2.85694006245382,TRUE
"Vac14",1.33309139173749,4.99585578033753,6.57941216155986,2.15424353483007e-05,0.000160298048296392,2.84808227480789,TRUE
"Fkbp8",-1.01479565745057,6.23826666040783,-6.71958023842221,1.7476666823909e-05,0.000136536459561789,2.84501437830292,TRUE
"H2-T22",-1.37010897152313,4.97954713927115,-6.59729667873279,2.09720624248108e-05,0.000156800466727557,2.84004365676332,TRUE
"Polr2m",1.47506519166798,4.69669251118983,6.53155913009842,2.31509067719323e-05,0.000169293650983052,2.8368569160616,TRUE
"Ubash3b",1.27843076802734,5.63280763653834,6.63601055748219,1.97915031107863e-05,0.000150220137463274,2.82788358399839,TRUE
"Cluh",1.28761691904671,5.06804561177965,6.57411906579825,2.17143778265069e-05,0.000161295285619364,2.82479794303925,TRUE
"Uba7",-1.20703463691792,5.65178294239706,-6.65538588034211,1.92273028558268e-05,0.000147194525668089,2.8218579006761,TRUE
"Ccdc85b",-1.93448241934725,4.29478236295757,-6.48731948430591,2.47513632592917e-05,0.000178871640536887,2.81459323588444,TRUE
"Il23a",2.35300747363764,4.32514258443056,6.43485133282822,2.68027387694049e-05,0.000190090345882304,2.81294821089898,TRUE
"Stx12",-1.18263028032724,5.80061607523201,-6.66272227315156,1.90181426694557e-05,0.000146012611665687,2.81248941012164,TRUE
"ENSMUSG00000139765",-2.15153410356901,3.46414754864639,-6.40104430375327,2.82193051307121e-05,0.000198030211443594,2.81129131517489,TRUE
"Tmem95",-2.02882873320732,3.49303214311003,-6.39474383665868,2.8491955084655e-05,0.000199070428539074,2.7960501455147,TRUE
"4930459C07Rik",-1.41960349507001,5.10283838733163,-6.57886669770878,2.15600874958648e-05,0.000160298048296392,2.79299392037056,TRUE
"Itgb2",-0.792022087963796,10.7718630576509,-6.82070448559255,1.50532245752218e-05,0.000121396972380821,2.77724914225785,FALSE
"Otulinl",1.53561392336699,5.10469788523553,6.5367139968706,2.29716783188872e-05,0.000168444937260401,2.77416165429888,TRUE
"Sec22c",-1.28421555287463,6.54303313856868,-6.68824004101303,1.83092184374724e-05,0.000141520528985294,2.76914814866668,TRUE
"Kdm6b",-0.91936086486304,10.9252257708679,-6.81723840277882,1.51301028583553e-05,0.000121592499616634,2.76635428316086,FALSE
"Atg9a",-1.07514359311964,6.29131580945182,-6.67138025648214,1.87744026652758e-05,0.000144557479617138,2.76534329726636,TRUE
"Mtss1",1.62453536643932,4.83540698088293,6.49386639400161,2.45073097414053e-05,0.000178234979937493,2.76134156546234,TRUE
"Exoc4",1.68591828048381,4.23644064324521,6.41902775262122,2.74561627068627e-05,0.00019369426953695,2.75981365351416,TRUE
"Lrrc58",1.20921203851226,5.92919913862636,6.61979717985149,2.02771150163184e-05,0.000152709115311541,2.75636477691914,TRUE
"ENSMUSG00000086453",-1.99922577622136,3.82161105119984,-6.39275356571401,2.85786616286029e-05,0.000199328067156777,2.75189728568425,TRUE
"Rhbdf2",-0.824122445309098,9.26058725525539,-6.77009219899584,1.62182057741674e-05,0.00012897181530153,2.75184315916274,FALSE
"Mapkapk3",0.93831543893042,7.4582034800614,6.70846269231094,1.77673142984963e-05,0.000138267037342384,2.74093323863689,FALSE
"Fhip1b",-1.51292374760917,4.22712748960611,-6.44234923957662,2.64988856984713e-05,0.000188269170148997,2.73833218028087,TRUE
"Anxa5",1.06559675167114,6.50879385229003,6.6474600761848,1.94560100557482e-05,0.000148519160730902,2.72826738950817,TRUE
"Plpp5",-1.74537338700567,4.08736959243151,-6.41014636640882,2.78302838156043e-05,0.000195987914194396,2.72471893814993,TRUE
"Chtop",1.11571180030595,6.32755682312092,6.62401263223078,2.01496538796566e-05,0.000152072859469106,2.71189003447451,TRUE
"Slc37a2",1.31411212034285,5.95258542222558,6.58918266736015,2.12288254894255e-05,0.000158571992451358,2.71025851672629,TRUE
"Pfkfb4",-0.976039934735007,6.46003898012048,-6.64662655320699,1.94802292548023e-05,0.000148562282210122,2.70761828644151,FALSE
"Lbr",-1.08083078078085,6.84638303335817,-6.66445565290083,1.89690772385925e-05,0.000145775809710605,2.70410354124936,TRUE
"Eif2s3x",1.59926585460272,5.17781295809854,6.49262638498195,2.4553337996271e-05,0.000178245647885815,2.69667063129431,TRUE
"Rasa2",-0.971305000910286,7.97446421013407,-6.69777539079361,1.80515492328458e-05,0.000139663823851805,2.69640356595601,FALSE
"Clic1",-0.861862909028102,8.14891731818201,-6.69909689595026,1.80161433053215e-05,0.00013952482714673,2.68981284262399,FALSE
"Wsb2",0.95793336644413,7.54735467529443,6.6791294089264,1.85590558706625e-05,0.000143174972965574,2.68979924953958,FALSE
"Dnm1l",1.11364662384636,5.65890844944749,6.55358607293565,2.23952639901441e-05,0.000165431312946586,2.68838286170649,TRUE
"Elmod2",-1.36122177365675,4.80506037588573,-6.48048622823368,2.50088384051754e-05,0.000180243880397661,2.68800654740022,TRUE
"ENSMUSG00000086952",-2.02149842186195,3.78214447338863,-6.34531310948292,3.07302736688836e-05,0.000212482445420111,2.68614070815207,TRUE
"Dusp14",-3.43086143249518,2.80455302566725,-6.3125379824809,3.23164599468684e-05,0.000221725282654329,2.68562905351857,TRUE
"Snap23",-0.86541263083335,9.27531449528496,-6.72740556272543,1.72751141828219e-05,0.000135427898191645,2.6851888699378,FALSE
"Coro2a",1.52265694183782,5.00331903418974,6.46730901545153,2.55133945661042e-05,0.00018305574576577,2.6845328256916,TRUE
"Rufy4",-1.83397678196528,4.1812016468568,-6.38933413942566,2.87282823730844e-05,0.000200022853772563,2.68003543814135,TRUE
"Tubb5",1.02487127662985,6.29188365479255,6.60027874886913,2.08785253745032e-05,0.000156540021552039,2.67534391361179,TRUE
"Nfe2l2",-0.945050301528391,9.52996339130022,-6.71978254030457,1.74714249612196e-05,0.000136536459561789,2.66440708952892,FALSE
"ENSMUSG00000125143",-4.91794989850372,0.616452534890009,-6.56063735438558,2.21589237403927e-05,0.000164140175854761,2.6584154391945,TRUE
"Tbc1d14",-0.96645174305668,6.54557148701329,-6.61933229843754,2.0291223697021e-05,0.000152709115311541,2.6567626554837,FALSE
"Arih2",-0.823013816179945,9.01040676046082,-6.70108917387363,1.79629050633276e-05,0.000139382386524366,2.65417326261045,FALSE
"Lpp",1.05698840766865,6.56303282661339,6.6033811248516,2.07816838145198e-05,0.000155960103673695,2.65415653120933,TRUE
"Cpsf6",1.11111236675489,5.8800238091605,6.54848663247815,2.25678470056414e-05,0.000166398871930997,2.64810413681392,TRUE
"ENSMUSG00000117266",-5.99188539224544,1.08348007980394,-6.49915342064034,2.43120820938788e-05,0.000176976029800756,2.64387180961183,TRUE
"Usp1",1.72583621356777,4.2924534608191,6.34322951798057,3.0828617604081e-05,0.000212978359959109,2.63540001207912,TRUE
"Arap3",-0.88112395127238,7.56992539041473,-6.64361843776136,1.95679004601429e-05,0.000149088765410612,2.63117013351428,FALSE
"Ccng1",1.0803794839415,7.00577747643116,6.61187193771458,2.05190669281997e-05,0.000154278698708268,2.62712542084281,TRUE
"Itpkb",-0.989029572067023,7.86841060429199,-6.64127378541123,1.96365251164562e-05,0.000149327187197385,2.61343847684111,FALSE
"Irgm1",-1.21626448920898,5.87437917693998,-6.54049279812245,2.2841227983232e-05,0.00016781027005254,2.61287015284542,TRUE
"Aqr",1.41873734132103,4.75089395382094,6.39519815758645,2.84722015667142e-05,0.000199070428539074,2.61206613399937,TRUE
"Wipf1",-0.87715011654568,7.83320675957722,-6.63794430742279,1.97344128878966e-05,0.000149929062776043,2.60999634292028,FALSE
"Cnot1",1.00367419379676,7.63915093602213,6.62677749614839,2.00665150119401e-05,0.000152003641684786,2.60314849148637,TRUE
"Lyl1",2.17968369601254,4.0716973893016,6.27960958660555,3.3997557623738e-05,0.00023068741390153,2.59882016394794,TRUE
"Gm19696",-1.85290575220139,3.65352592577884,-6.28061792771012,3.39447283414762e-05,0.000230681693551275,2.59775029519761,TRUE
"Ctnna1",0.957609989497828,7.12682791762812,6.58831920840394,2.12563445894274e-05,0.000158629437234533,2.57784571217165,FALSE
"ENSMUSG00000140143",-2.22059875016469,3.33160799288182,-6.23042116800005,3.66832266992588e-05,0.000245578086689599,2.56657592874718,TRUE
"Dnaja1",-0.885956866198192,7.49758360625672,-6.59873522197635,2.09268850643965e-05,0.000156755693366266,2.56423430884097,FALSE
"Grk5",-1.44771495877336,5.28826307431682,-6.44860185859252,2.62482869205565e-05,0.000186986905934507,2.56057284933144,TRUE
"Platr7",-4.28482152807282,1.13444813334537,-6.45916408136728,2.58306461598884e-05,0.000184669498908943,2.55265951499181,TRUE
"Icam1",1.20449411045353,9.17039718541372,6.62903040978194,1.99990392220708e-05,0.000151651482252669,2.54006628801969,TRUE
"Pcna",1.08641079509053,5.88472224827723,6.47968782298308,2.50391066406629e-05,0.00018029959777255,2.53843126191707,TRUE
"Snrk",-1.30518727027619,5.48667198699924,-6.45212132509605,2.61083350000788e-05,0.000186321748439456,2.53085104363135,TRUE
"Sertad1",-1.00736858494395,6.62134784368189,-6.54275517628404,2.27635027964546e-05,0.000167686945093588,2.53047769835239,TRUE
"Ppp3cb",1.54308071112284,4.47408710336467,6.30054636244343,3.29182560178153e-05,0.000225274634852457,2.52517778289876,TRUE
"Zmiz2",1.08081356744207,6.10852060804239,6.48955968829791,2.46675652577851e-05,0.000178588707748671,2.52461932450566,TRUE
"Ctse",-1.43607100479974,4.52319572044517,-6.33896024707148,3.10311656928298e-05,0.000214192688129973,2.51936749890255,TRUE
"Anxa2",-0.836590849928975,9.3928161956595,-6.62075990736737,2.02479302598551e-05,0.000152670539188351,2.51455262892854,FALSE
"Slc8b1",-0.957714936749957,6.49334784552623,-6.52411628913136,2.34123033498652e-05,0.000170892725181498,2.51244839476941,FALSE
"Slc39a14",1.15226453995031,5.5261587464131,6.42702599018164,2.71237985358964e-05,0.000191857107238878,2.51219074406653,TRUE
"Hnrnpab",1.22257948154274,5.94649466053155,6.46332220384337,2.56681653268581e-05,0.000184001185138768,2.50950814942439,TRUE
"Ddx23",1.26774667707115,5.59846915219062,6.42748243763231,2.71049599421345e-05,0.000191857107238878,2.50724511387171,TRUE
"ENSMUSG00000108291",-1.20216620005463,5.23787683635759,-6.40450010971943,2.80709307241121e-05,0.000197335189624689,2.49246094116238,TRUE
"Tomm70a",1.57238924223856,4.50042344377803,6.28159282646796,3.38937337329996e-05,0.00023056961723129,2.49146525449314,TRUE
"Gmip",-0.906819416777639,8.07745009435146,-6.56845432980189,2.19000047513079e-05,0.000162372602419336,2.48915116666054,FALSE
"Sfmbt2",-2.75382721368864,2.77862778411906,-6.16358444811657,4.06973812675421e-05,0.0002679662964118,2.48324958769154,TRUE
"Siglecl1",-2.15203241812461,3.30918112318919,-6.17284066454515,4.01148100456836e-05,0.000265090402875054,2.47911688270274,TRUE
"Khdc4",-0.922728666921214,7.48841642861048,-6.54207724723478,2.27867639603926e-05,0.000167703874593506,2.47566027076269,FALSE
"Adgre1",1.08856299180324,7.39297727753026,6.52824079090137,2.32670646582234e-05,0.000169987687000719,2.46538861515047,TRUE
"Iqgap2",-1.01259633265336,6.05833818688531,-6.46021510807317,2.5789474150109e-05,0.000184540065474841,2.46093703380433,TRUE
"ENSMUSG00000142642",-4.37577314740411,2.01390459781916,-6.30702636893529,3.25916004010644e-05,0.000223421425200099,2.46016953645724,TRUE
"Ftl1",-0.813865381719208,9.93194243668632,-6.59749988269122,2.0965674553552e-05,0.000156800466727557,2.45938145954754,FALSE
"Smpd5",-2.41959666663752,3.2833052947346,-6.15340055925424,4.13486839281079e-05,0.000271361338330486,2.45714037155111,TRUE
"ENSMUSG00000111394",-1.12415523978443,8.20086524280311,-6.55020908343954,2.25093961465598e-05,0.000166121004771659,2.4547428429652,TRUE
"Vps37a",1.1922407474008,5.66955227453232,6.40330926101724,2.81219661282196e-05,0.000197520394228057,2.45433023848453,TRUE
"Mical1",-0.932674807845297,7.93922991713209,-6.53871122482432,2.29026327269193e-05,0.000168092717261793,2.44913350139418,FALSE
"Polr2b",1.6243333621785,4.81250714038448,6.28554295129157,3.36879400485508e-05,0.000229560068473941,2.44105127058239,TRUE
"Mllt1",1.51912192111104,4.57201034211586,6.24465773462183,3.58835804548452e-05,0.00024143704258937,2.41693249348311,TRUE
"Hspbap1",-1.96186351439983,4.21981286464725,-6.22088188085605,3.7229561346787e-05,0.000248819123453882,2.41571392723526,TRUE
"Pum1",1.08016549579047,5.84336320489202,6.39805013924284,2.83485302948475e-05,0.000198588653554098,2.41535086100774,TRUE
"Atp8a1",-1.01206933683151,5.98456478582327,-6.42378278008451,2.72580527733106e-05,0.000192636415359086,2.41234621547242,TRUE
"Triobp",-1.09973140939562,5.50689478258891,-6.37904777844125,2.91833929246417e-05,0.00020283852597492,2.4082472573965,TRUE
"Gm16201",-3.0823030443175,2.41965387949581,-6.13141296386631,4.27927426611964e-05,0.000279234862389536,2.40073425259799,TRUE
"Diaph1",-0.889294176081761,9.75598810698872,-6.55386574830498,2.23858393283007e-05,0.000165431312946586,2.39676662162885,FALSE
"Otud5",-0.921144159188064,7.22313106669134,-6.48352111524638,2.48941363236351e-05,0.000179578981595204,2.39567446690091,FALSE
"Tbk1",-0.943090623399348,7.39840038976272,-6.48498175416659,2.48391309013878e-05,0.000179343905425183,2.38968959552799,FALSE
"Fpr2",-1.0327308238492,7.8006013639822,-6.49288062142353,2.45438934639865e-05,0.000178245647885815,2.38336732174834,TRUE
"Dnase2a",1.54149628018612,4.82656380304157,6.25130153949042,3.551673582391e-05,0.000239775431722599,2.37979611963516,TRUE
"ENSMUSG00000144130",-1.55134254229616,5.58600290791593,-6.34936962778502,3.05397601273244e-05,0.000211530806076706,2.35967013173457,TRUE
"H1f0",2.66673456942213,3.12298819612305,6.07555423715922,4.67062786549809e-05,0.000298198035997106,2.35425388711806,TRUE
"Nol10",-1.13409659202898,5.42814334346855,-6.33635896029031,3.11552691639924e-05,0.000214678857288492,2.35289837138029,TRUE
"Vsig10",1.79398379010265,4.25944008613976,6.15438683170193,4.12851285577129e-05,0.000271166690034239,2.35104123442889,TRUE
"Gla",-0.962076944230337,8.4127177825872,-6.49052357590785,2.46316021779177e-05,0.000178588707748671,2.34986566874876,FALSE
"H2-Q4",-0.987576817661795,6.94798487360868,-6.44252230060285,2.64919156021736e-05,0.000188269170148997,2.34721619400801,FALSE
"Hk3",-0.928911110777399,8.11948208295873,-6.47864020190198,2.50788817269415e-05,0.000180423609546342,2.34531237706136,FALSE
"ENSMUSG00000097497",1.67900220579448,4.79463029939253,6.21703230081074,3.74524652506792e-05,0.000249891344458243,2.34170094535527,TRUE
"Cdk9",-0.889355689951852,7.4336568790934,-6.45390715646066,2.60376236178869e-05,0.000185983025842049,2.3388132217329,FALSE
"Ttc14",1.07828132127945,5.71036503870531,6.3371433107868,3.111779377603e-05,0.000214605474317448,2.33795404833745,TRUE
"Slc29a3",1.38359988515031,5.13696928046078,6.26741289279746,3.46435028852724e-05,0.000234473792793722,2.33719331501242,TRUE
"Tcp1",1.27331476907978,5.08602683422195,6.26415036821435,3.48184799894423e-05,0.000235458867215164,2.33445830171911,TRUE
"Eftud2",1.68645313574216,4.32161643713538,6.15503345252886,4.12435163673091e-05,0.000271115966260043,2.33349322422289,TRUE
"Tmem273",2.09483785638612,3.57938782175944,6.07407700368125,4.68147702648288e-05,0.000298420846309666,2.32995533092351,TRUE
"Grk2",-0.866877680015994,8.78033871763268,-6.48831994074412,2.47139025751441e-05,0.000178762405606829,2.32952452011316,FALSE
"Adar",-0.940458077700872,6.62672545738275,-6.41624768364056,2.75726950556244e-05,0.000194344987176207,2.3293260231676,FALSE
"Lacc1",1.31770937038834,5.08442690361772,6.2558458765737,3.52681010471849e-05,0.000238297980048547,2.32439073710414,TRUE
"Stk38",-0.875499318299077,7.10161687993673,-6.43195328588634,2.69211687984867e-05,0.000190761160662439,2.32005899173794,FALSE
"Ttc39b",-0.891594427214281,7.30405024440505,-6.43670250912503,2.67273783884826e-05,0.00018972407019331,2.31747929026144,FALSE
"Cct7",1.45034831845329,5.06871476670677,6.2449725168735,3.5866109305963e-05,0.00024143704258937,2.31679503000291,TRUE
"ENSMUSG00000064337",-0.896967259053923,8.45808599353306,-6.47059192905687,2.53866915436552e-05,0.000182473973359606,2.3159621017013,FALSE
"Gabarap",-0.854784273737592,9.23923082731507,-6.48977779973687,2.46594225567947e-05,0.000178588707748671,2.31362836930086,FALSE
"Fbxl5",-0.995159883253013,8.55547952028271,-6.46798856395414,2.54871127513187e-05,0.000183031330350583,2.30751669458048,FALSE
"Cstf2",2.1166474950296,3.69365155211772,6.06510716776964,4.74792777920801e-05,0.000301216671163078,2.30674952810945,TRUE
"Fam167a",1.29558551183103,5.55395045589972,6.29317720291819,3.32939470649792e-05,0.000227456512826502,2.30247278770204,TRUE
"ENSMUSG00000103558",-1.89625378965919,3.97203953591012,-6.12055898415783,4.35251472740862e-05,0.000282630826455105,2.30047438872542,TRUE
"Ddb1",0.962229301628264,6.75127004224762,6.39212285807768,2.8606196772598e-05,0.000199346318972808,2.30034730590233,FALSE
"Noc2l",1.26511996343595,5.41540985160202,6.27686303279952,3.41418973489545e-05,0.000231470490501387,2.29705506749423,TRUE
"Zbtb47",-2.74697561571959,2.5507796368968,-6.04047612986719,4.93557566328673e-05,0.000310413563728725,2.29163066212284,TRUE
